"cleaned_text","created_at","total_interactions_count"
"It truly is you are either with the Palestinian resistance 100 or you are not at all. No condemnations of a people whove been caged and genocided for decades no equivocations between their violence and the violence of their colonizer. Palestine must be free first.","11",4007
"Hamas Leader and Founding Member Khaled Mashal Calls for Global Muslim Uprising Asking for Muslims Blood and Souls to be Sacrificed for Palestine This Upcoming Friday of AlAqsa Flood VIDEO Khaled Mashal the former leader and founding member of Hamas has called for a","11",1713
"He must think Israel is a Christian Country and Palestine has no Christian amongst them. Meanwhile not a single video to Southern Kadunaright in his backyard. Delusional.","11",1289
"Gazaunderattack Palestine  ","11",1846
"A large number of Saudi Citizens gather to show their solidarity withPalestine and Gaza...","11",1965
"Thousands in Jordan held a march in support of the Palestinian people in Gaza calling for borders with Palestine to be open.","11",2139
"What a heartbreakingas these Palestinian kids crying because they lost their families and now homeless due to Israeli bombing the Palestine. Gaza GazaUnderAttack Hamas srael Gazaunderattack HamasWarCrimes IsraelHamasWar IsraelPalestineWar PalestineUnderAttack","11",2377
"Hello Desi Liberals. You don't trust Indian Muslims who talk about issue of Palestine but you can watch this report by Ravish Kumar.","11",1527
"Palestine might be occupied physically but the west is occupied in their mind. People screaming for genocide having no idea what they are talking about. Before Israel Christians Muslims and Jews got along fine in the Middle East. Thats a fact. Lebanon had high culture. Mosques","11",2865
"Hamas is a terrorist organization. Hamas is not Palestine. Hamas has betrayed its own people for wealth and power. Hamas does not care about Israeli lives. Hamas does not care about Palestinian lives. Because of Hamas both Israelis and Palestinians will die. Its as","11",4015
"news was denied a day and a half later  during this period the whole world was charged against Palestine and the denial of the news did'nt cast the same shock as his announcement do you know if you publish this news even out of ignorance you are a participant in the crime !","11",2143
"But sir  what about our brothers and sisters in Palestine? A greater percentage of Palestinians are Christians than the Israeli population. Half a million of them to be precise. Doesn't the Bible in Galatians 610 ask us to first show love to members of the","11",3000
"if youre protesting for Palestine which you should be please protect yourselves masks wear clothing you dont typically wear shades anyone with long hair its sun caps and do NOT take and distribute photos of peoples faces","11",2155
"if u just followed me i mostly post about the gym or food leftistly ofc. but when i was 7 the first bit of news i really grasped was the idf murdering muhammad aldura. that and reactions to 911 shaped how i understood the world. in times like this i gotta talk about palestine","11",9595
"A woman in Palestine shows whats left of her hometown. Remember the US is complicit. I thought my grandparents were exaggerating when they were talking about Nakba in 1948. But 2023 and we're literally living it right now.","11",1654
"Whole family have been killed in Isreal Airstrike. Only father and his son survived. Isreal Gaza Palestine Hamas","11",1555
"We willlll not see such response from anyone in Pakistan now? No development no measures taken to neutralise the genocide happening in Gaza!!! It wasnt this worse and khan sahab used all his sources to mobilise foreign ministry and OIC to calm the situation to protect Palestine!","11",1571
"PM Narendra Modi Tweeted in just 16 minutes about the World Cup match of India V Afghanistan for PR. It's been more than 45 minutes since TrainAccident in Buxar and there are no signs of worry from him. It took only 6 hours for him to tweet on the Israel  Palestine war","11",2175
"What people sympathetic to Palestine dont seem to understand. Hamas chopped people up. Demanding people say blah blah blah about Israel now misses the moment. Youve destroyed the cause you claim to support because you couldnt show any humanity. Which is why we dont trust you.","11",3949
"Shes right though. Its not about Palestine vs Israel. Its about the normal civilians on both sides being killed in barbaric ways. Its about basic human rights. No one should be praising either side for what is happening right now","11",17458
"The man who exposed that Barack Obama scrubbed the Department Of Homeland Security Muslims Terror records was killed by gunshot Keep asking questions about the Israel Palestine Hamas conflict Theres no such thing as coincidences","11",1157
"Importantgraphic on our mobile homepage that adds context to the IsraelPalestine conflict","11",1752
"I stand with my brothers the people ofPalestine. Saudi Crown Prince Mohammed bin Salman.","11",3118
"The international community must act. We need ceasefires dialogue and enforcement of international law. We need an end to the cycle of violence an end to the occupation of Palestine an end to apartheid.","11",3119
"If you think the world will tolerate the slogan Free Palestine think again! Air Canada suspended a pilot that made posts glorifying what happened on October 7th. Many followed suit. Free Palestine in the eye of the world has one meaning now mass murder of Jews.","11",2690
"The number of UN staffers killed in Gaza has risen to 11. Meanwhile DCI palestine is saying 326 Palestinian children have been killed in Israeli airstrikes in Gaza","11",1234
"How come a human being doesn't have water to drink? A man in Palestine explains his case and points out western hypocrisy on Ukraine.","11",1334
"So she supports Palestine Hamaswhile simultaneously flying a pride flag as well.Send her back over there representing that pride flag and see what happens shell probably change her tune if she survives.","11",4500
"In the most respectful way ever its great to see all the support for Palestine but please be aware that your tears when you see a heartbreaking tt isnt nowhere near enough as getting up and praying your 5x obligatory prayers  making dua for them. This is how you do your bit.","11",2526
"DEBUNKING ZIONIST MYTHS MYTH 1 Palestine was a barren land Palestine wasn't a barren land. It was a culturally politically and socially coherent region with a shared history and a strong sense of nationalism in the 1920th centuries. 1","11",1575
"It's time to share this video again Joan Rivers sounds off on the IsraelPalestine conflict.","11",1580
"Never mix Judaism with Zionism. Jews Christians and Muslims livedpeacefully in Palestine","11",1879
"Aside from the fact we have the weakest  shadiest Government in our history to date we have terrorist sympathizers in our own Congress. These people need expelled. ANYONE showing support for Palestine needs to be deported back to where ever they came from. If born here","11",1055
"Hamas Leader and Founding Member Khaled Mashal Calls for Global Muslim Uprising Asking for Muslims Blood and Souls to be Sacrificed for Palestine This Upcoming Friday of AlAqsa Flood VIDEO via","11",929
"FREE Ebook Palestine A Socialist Introduction edited byand brian bean","11",1310
"Palestine has the RIGHT to exist. Palestinians deserve their right to live. We will never be silent","11",2060
"X is being heavily monitored for proPalestine content as many South Asians don't know about the Palestine issue very lucidly I am trying my best to break the propaganda with facts and I was careful about my language despite my carefulness they locked my acc. and asked me to","11",2420
"Maybe Rashida Tlaib should go back to Palestine.","11",4067
"We now turn to another lie  it was promoted on special pages in the International and Israeli media that the resistance slaughtered 40 children and the world took the news with shock and amazement and demanded death and extermination for all Palestine....","11",1832
"May Allah make it easy for our brothers and sisters in Palestine!FreePalastine","11",4216
"This skit was from nearly a decade ago. This rhetoric about Israel and Palestine is not new nor is the vitriol and hatred towards those who dare to question the Israeli military or broader international establishment of war mongers that have been facilitating wars in the middle","11",1526
"He was alive calling me. Then his mouth was filled with stones Heartbreaking! This Palestinian child is heartbroken that his little brother was killed in an Israeli airstrike in the Gaza Strip. GazaUnderAttack Palestine","11",970
"Halal Nation stands in solidarity with Palestine","11",2403
"Choose Palestine not EthnicCleansing","11",1104
"This is what BLM and Students for Justice in Palestine are celebrating. Will all the politicians athletes press and actors who supported BLM now condemn them? Nope.","11",1745
"if saying free palestine is this controversial I cant imagine existing in a early colonial america and being one of the very few people who thought Maybe we shouldnt be allowed to steal these people land and enslave thousands of innocent people in the process","11",3949
"From the Jenin camp in Palestine  We call on all the free man and Arab armies to join us But Hezbollah only you are enough O Sayed Nasrallah for the love of God we are waiting for you ","11",2059
"the Western media and political class is now branding any support for Palestine and opposition to the genocidal Israeli occupation as antiSemitic. As Omar Barghouti notes the conflation between that regime and Jews is itself the height of antiSemitic depravity","11",1961
"Time to time people leave us alone and they keep silent on the issue of Palestine","11",1532
"Shame on ! What next? Our Twitter accounts closed for speaking out in solidarity with the innocent men women and children of Palestine? MoreVoicesForPeace","11",1246
"Global organisations with responsibilities must act Turkish President Erdogan has said in the wake of Israels disproportionate attacks on Palestines Gaza adding that the Palestinian issue remains unresolved due to unfulfilled promises by the international community","11",1419
"At antiIsrael protests the genocidal Palestinian phrase free Palestine from the river to the sea was heard. Also at some demonstrations Let there be bloodshed. We need to declare a state of emergency  have these people deported immediately.","11",1799
"Having the opposite experience all the Iraqi friends who are public figures unfollowed me on IG  agreeing of massacre","11",2238
"Protesters in Cardiff tonight calling out thebiased coverage of Palestine","11",1132
"People claiming they did so much for BLM in the summer of 2020 showing they ass cause if you really educated yourself BLM been said they stand with Palestine. The amount of people acting like this is brand new tells me all I need to know.","11",3629
"You know why Israel is truly a terrorist state? They target medics populated areas press men and women. Israel is not fighting Hamas or any resistance army in Palestine. Israel is fighting to exterminate every Palestinian on that soil. The objective is clear Israel wants all","11",1094
"I am reassured by the widespread condemnation of the statement by the Harvard Palestine Solidarity Group. But I am appalled by people threatening individual students. I'm even more appalled since many of them had nothing to do with the letter. Read this email from a recent grad.","11",3166
"Putin today The Palestinian issue is in the heart of every Muslim and they perceive it as an embodiment of injustice taken to an incredible degree. When creating Israel there was also talk of immediately establishing a sovereign Palestine but this was never done. It's","11",2838
"Petrified Palestinian children are crying after being injured in an Israeli airstrike on Gaza. Gaza GazaUnderAttack Hamas srael Palestine PalestineUnderAttack    IsraelPalestineWar","11",1285
"Israeli media A sail landing operation carried out by commandos from southern Lebanon to the settlements in northern occupied Palestine.","11",2514
"IsraelVoldemort Palestine harry potter Iran Dumbledore The USA death eaters Hezbollah Hermione Any questions?","11",6274
"BREAKING PUTIN CONTINUES The United States neglected the mechanisms in the ArabIsraeli conflict zone and relied on the material needs of the people in Palestinian territory. When creating Israel there was also talk about creating a sovereign Palestine but this was never","11",2417
"POLLDo you think that in general UK mainstream media reporting of the war in Gaza is independent biased towards Israel biased towards Palestine or varies? Please repost after voting","11",642
"UkraineRussia ArmeniaAzerbaijan now IsraelPalestine. Here's that multipolar world you ordered. Hope you're happy.","11",4075
"The localstudent Palestine Society posted this grotesque image the day that Hamas terrorists went on a murderous rampage in Israel. The Arabic says Boo! I feel sick.","11",1889
"Pakistan Stands with the people of Palestine  PalestineUnderAttack Palestine","11",1784
"No such thing as PalestineIsrael conflict only decadeslong illegal occupation of Palestinian lands. We are not free until Palestine is free. From the Philippines to Palestine stop the US war machine! FreePalestine","11",1844
"red. media was on the ground as German police attacked peaceful protesters in Berlin who defied a ban on demonstrations in solidarity with Palestine. Earlier in the day Berlin police announced that two demonstrations in the German capital were forbidden alleging they pose a","11",1656
"Saw and heard one of the most staged interview Ive seen in a long time. Onconducted by  with Hila. Hila is an illegal Jewish settler from the illegal settlement of Oranit in the West Bank in Palestine. She was in the Supernova","11",1115
"celebrities posting images of Gaza and Palestine while saying Pray for Israel and then deleting the posts once they realize they backed the wrong side are worst than scum. no type of backbone imagine deleting because oh thats the wrong civilians and children to defend","11",1651
"AND ITS STARTED! ZIONIST LOBBY RULE! UK POLICE ARREST FOR HOLDING PALESTINIAN FLAG! Manchester Police arrested a young Pro Palestinian protestor at St Peters Square Manchester for wearing the Palestine flag. When asked police stated it was for common law breach of peace.","11",1044
"Remember when Israelis joined a Palestinian Bachelor party and danced to Gangnam style? A one state solution is possible. A state where everyone lives as equal citizens in spite of their religion. But the zionists Choose total annihilation. Israel Palestine gaza","11",1629
"After a genocide has happened politicians often say If only we'd known we would have done something. We all know what's happening in Palestine and nearly all of our politicians are celebrating it flying the genocidal nation's flag even projecting it onto Downing Street.","11",1175
"Israels raids didnt leave neither bird nor tree nor stone without bombing them.  10112023 Gaza IsraelPalestineConflict Hamas HamasISIS Israel Palestine FreeGaza","11",1012
"?  There is no Palestine? ?","11",1585
"Filipino progressives hold a solidarity action for Palestine condemn Israeli aggression.","11",1706
"I posted this video about an hour ago and X took it down! It shows the truth about the Israeli  Palestine conflict that the media doesnt talk about Please watch  share before they take it down again!","11",1184
"Palestine! Syria will never abandon you. Greater Syria will rise again! Damascus right now . With our souls with our blood we sacrifice for Jerusalem!","11",1687
"Palestine  The Israeli warplanes committed a massacre in Azzayton neighborhood east of Gaza. 11.10.23","11",1005
"Pull the camera back on what is happening in Israel. This is not about Palestine or the Palestinian people. This is even bigger than Hamas and Israel. Plain and simple this is about the hatred of the Jewish people. This goes back centuries. Cont. in comments...","11",2254
"Jamie Raskin says he hasnt seen any of his Democrats colleagues antisemitic remarks about the Israeli conflict. He might just be a bigger liar than Schiff. The Squad havent exactly been shy about their hatred of Jews and their support for Palestine. Rashida Tlaib is a known","11",1909
"We have Congressmen beholden in support of and with allegiance to Ukraine. We have Congressmen beholden in support of and with allegiance to Palestine. We have Congressmen beholden in support of and with allegiance to Israel. We have Congressmen beholden in","11",1313
"I'm proud to stand in solidarity with Palestine. Ireland has a long  proud history of supporting Palestine's right to be free. That has not changed. That will never change.Gazaunderattack GazaUnderAttack","11",1826
"OMG Still no statement in support for Palestine?!! Imagine if Imran Khan was the Prime Minister.. He'd be roaring!!","11",1584
"Its repulsive that any Canadian politician would choose to use the horrible events in Israel  Palestine as an opportunity for domestic politics. Even worse Premier Ford attacks an MPP who points to war crimes and calls for peace by defaming her and spreading misinformation.","11",2002
"This oldsketch by Jon Stewart about the difficulties of critiquing govt policies when it comes to atrocities  conflict btw IsraelPalestine is once again sadly very timely","11",1435
"If theres one clip you watch from Israel and Palestine today watch Jewish Israeli antioccupation activistdiscuss his Arab Palestinian friends and neighbors. Theyre opening their houses to Jewish families who lost their housesbut we can see the fear.","11",1133
"The weight of racism is excruciating. Gaza Palestine Freedom","11",1596
"Huh 150k deaths in last few decades in Palestine","11",19223
"British press continues to spread Israeli propaganda turning a blind eye to basic journalistic standards. This how Britain's biggest newspapers are all leading with unsourced atrocity propaganda that even the Israeli military refuses to confirm. Palestine","11",763
"HUGE  Despite Pro Palestine March in Sydney Australian PM Anthony said Israel has a right to defend itself Australia PM Anthony calls for all proPalestinian march in Sydney to be abandoned Even Opposition leader Peter Dutton condemned Pro Palestine March as disgusting","11",2637
"From adding to the atrocity propaganda to setting up communal narratives  a sustained disinformation campaign is driving the public perception of the ongoing IsraelPalestine conflict. In this report Alt News debunks 11 false claims ","11",1284
"Iran and Saudi Arabia saying enough is enough MBS and Raisi shared a phone conversation and agreed that war crimes against Palestine must end.","11",1837
"The international community must act. We need ceasefires dialogue  enforcement of international law. We need an end to the cycle of violence an end to the occupation of Palestine an end to apartheid on situation in Gaza and Israel","11",1351
"you either stand with palestine or you stand with genocide. it shouldn't be a difficult choice. shame on you","11",2486
"You still can support Palestine without supporting Hamas","11",2462
"yall do understand how INSANE this is??? even after seeing the destroyed houses in palestine your still praying for the people that DONE it? you have to be some different type of monster.","11",1836
"Dr. Melina Abdullah head of Black Lives Matter Los Angeles has posted her allegiance with Palestine I wonder if individuals who donated to BLM during the 2020 George Floyd riots will now regret their financial support","11",1286
"WATCH Progressive organizations in the Philippines mobilize in solidarity with the Palestinian people's call to end Israeli occupation of Palestine. Various organizations led by the Bagong Alyansang Makabayan trooped to the Boy Scout Circle in Quezon City today October 11","11",1307
"Dozens in Germany protested against racism practiced by a teacher who punched a student over waving Palestine flag. However German police arrested the representative for the students' parents over malicious terrorism claims.","11",840
"NEWS Less than a year after its East Palestine derailment Norfolk Southern could now get a lucrative gift Ohio's thirdlargest city could soon sell the company more than 300 miles of publiclyowned railroad track. You cannot make this up","11",999
"Dear propernaijaboy Thank you for your feedback. Bethlehem where Yeshua Jesus was born Jericho Hebron and many other cities Christians go to for pilgrimage are in Palestine. Nazareth where Yeshua lived is one of the largest Palestinian cities but it is politically","11",1409
"Disgusting that at the Univeristy of Florida these free Palestine bigots think this is an opportunity to attack Israel. Dear protesters you are on the side of Hamas terrorists who murder babies and kidnap and rape women and children.","11",1412
"Further reading Free Palestine! A Haymarket Books Reading List","11",895
"If you see a BLM sign anywhere in the USA tear it down and burn it! These people stand in solitary with Hamas! They condone the raping of innocent civilian women the beheading of children and the torture of the elderly! Lets give them a one way ticket to Palestine! They hate","11",829
"International refugee law says that the Palestinian Refugees should be directed to the nearest country to apply for refugee status. The United States is over 6700 miles away from Palestine. Find another country.","11",1754
"I dont think you understand whats happening here. The United States gave money to Iran in order to transfer some of the funds to Hamas. They also gave 75million in aid to Palestine hours before Hamas attacked Israel. The entire open border policy is to allow Hamas into","11",1569
"The Black Alliance for Peace Condemns the Murderous Assault on Occupied Palestine. We say that a colonized people have a right to resist occupation and fight for selfdetermination by any means necessary!","11",947
"Pakistan Canada together Justin Trudeau announces to continue aid to Palestine. Justin Trudeau exposed. Pakistan slams Israel at UNHRC but failed to mention the 1000 people killed in Israel. Pakistan express deep concerns over the loss of innocent lives in the occupied","11",1647
"Manchester UK  Its begins. UK police detained a young propalestinian protestor at St Peters Square Manchester for wearing the Palestine flag. Israel Source IROP Joseph Conwoy","11",1688
"Some people are scared of supporting Palestine because they dont want to be called antisemitic.","11",1547
"Robert Spencer is the last person you should be listening to. It's a complex history and you should read some serious historian about this. I recommend these two excellent books Ilan Pappe The Ethnic Cleansing of Palestine and Rashid Khalidi's The Hundred Years' War on","11",1746
"The global haute bourgeoisie are going to go all out for Israel to crush Palestine. As the world moves towards climatedistressed apartheid states of underclasses being herded into megacities they need to prove the openair prison model works and refine the counterinsurgency.","11",1621
"You can always pray for someone when you don't have the strength to help them in any way.. so please always pray for the people of Palestine...","11",1264
"BREAKING According to reports Hamas has released some of their captives. An Israeli woman and her two children. Alleged footage of the release played out on Arabic news bulletin. Gaza Israel Palestine","11",1161
"1 This man is a national treasure. 2 All you need to know about the modern left is the phrase Queers For Palestine.","11",2717
"This is huge  the US green light will cause destructive","11",1461
"ExpressNews BreakingNews Palestine israel","11",1961
"Any Muslim who has close friends with Zionists Israelis and sorcerers cannot be entirely trusted let alone their neutral takes on the PalestineIsrael war.","11",1725
"Stop the Israel and Palestine war.","11",7075
"Twitter is a mess on IsraelPalestine. What Hamas did was utterly horrific. And... successive Israeli Govts have treated Palestinians like vermin under a appallingly cruel apartheid system which has got more and more brutal since 1948. It's not antisemitic to say that.","11",1673
"Israel is using Phosphorus munitions on Gaza. This is a war crime. Israel is committing terrorism against Palestine.","11",871
"If Palestine laid down their weapons today there would be no threat tomorrow. If Israel laid down their weapons today there would be no Israel tomorrow. ProgrammedDesignedtoFailUp","11",2009
"FIVE Thousand people shut down Michigan Ave in Chicago tonight! AlAqsaFlood GazaUnderAttack Gaza Palestine FreePalestine ","11",1066
"LIAR! President Joe Biden spreads unfounded claim that Hamas beheaded 40 Israeli babies I never really thought that I would see and have confirmed pictures of terrorists beheading children. Can you please publicise them? Palestine Gaza GazaUnderAttack","11",788
"Just getting this in before Suella Braverman makes it illegal to even think it. Free Palestine","11",1503
"I don't give a F U C K. They are more interested in Gaza the rights of Hamas terrorists and the freedom of Palestine why their governor is asking the military not to bomb bandits in Niger state.","11",995
"To understand Zionist settler colonialism don't start with Wolfe or Veracini. Read Fayez Sayegh's Zionist Colonialism in Palestine 1965 The frenzied Scramble for Africa of the 1880s stimulated the beginnings of Zionist colonisation in Palestine. 1","11",1187
"Ppl say IsraelPalestine is not a black issue. Cops in the US are trained by the IDF in Israel. There's a statue of Nelson Mandela in Palestine. Huey P. Newton supported Palestine. Malcolm X went to Palestine. PREMIERES AT 430PM ET","11",915
"David Lammy attends a Palestinian conference last night in support of Palestine Let that be known people a man who could be in power next year LET THAT SINK IN NEVERLABOUR","11",861
"FBI has monitored Dar alHijrah mosque in Biden's backyard for decades as terror hub. It hired an AQ preacher who ministered to 911 hijackers there. The bookstore's sold maps w Israel wiped out.Its heavily Palestinian congregation has already raised 7k for Palestine Emergency","11",676
"See all the Irish and Scottish people that are full hearted standing up for Palestine I fucking love you","11",2859
"Iran President Ebrahim Raisi and SaudiArabia Crown Prince Mohammed bin Salman had a phone call discussing Palestine. This is their first phone call ever which took place around 45 minutes. They discussed Muslim countries unity in the face of developments in Palestine.","11",1277
"Some would have you believe that history began on Saturday just gone. We have been flying the flag of Palestine  not since last week not since last month not since last year  but for DECADES. And we will continue to fly it! FREE FREE PALESTINE","11",2274
"Everyone just fucking lining up to punch left and imply anyone who stands in solidarity with Palestine is somehow prokilling children. This is fucking disgusting and we should reject it out right","11",2913
"Trkiye is ready to become a mediator between Palestine and Israel  Erdogan mediationFirst he wanted to meditate bw Russia  Ukraine and now in IsraelPalestineWar ! But sadly.... noone pays heed to this","11",1468
"In 1947 the United Nations adoptedResolution 181 known as the Partition Plan which sought to divide the British Mandate of Palestine into Arab and Jewish states. WHO Violated the 1948 British Mandate that had divided Palestine between Israelis and Arabs? ARABS WHO","11",916
"In solidarity with the Palestinianpeople... The League of Arab States lights up its building with the Palestinianflag .. Gazaunderattack Palestine","11",904
"12 President of the Turkish occupying State is pretending to cry for the events in Palestine  destroying their civic facilities in NE Syria.","11",814
"It was British dishonesty and double dealing during WW1 that led us to todays terrifying conflict in Israel and Palestine Promising both Arabs and Jews a homeland and exploiting division's in return for loyalty led us to this bloodbath as it did in Ireland India and Africa.","11",802
"On Sunday Oct 8th thousands gathered in Times Square to stand in solidarity with Palestine. As the organizers of this protest here is our statement in response to the multiple attacks  critiques. We affirm our right to gather rally and protest in defense of Palestine.","11",1024
"The youre either with us or against us attitude is so incredibly brainless because you can absolutely feel for the senseless deaths that have occurred and still disagree with the Israeli governments occupation AND still say free Palestine and feel for those deaths too","11",3448
"Palestine Israel A group of Israeli settlers have reportedly began indiscriminately shooting Palestinian residents of Nabluss Qusra village. Casualties have been reported amongst village residents with many in serious condition.","11",986
"Al Jazeera correspondent claims that 1520 drones were launched from south Lebanon towards occupied Palestine awaiting confirmation","11",1699
"Greg Gutfeld makes a rambling speech about how the conflict in IsraelPalestine is part of some larger movement that will somehow infect the U.S. or is already here.The conflict in IsraelPalestine is specific to the region.Fox hosts have done this all week.","11",1466
"Wrdc about what Noah Schnapp has to say  ratio with the flag of Palestine","11",7498
"It is astounding how hard some pundits from the west and elsewhere are trying to avoid the broader context of what has happened in Gaza specifically over the past two decades and Palestine over the past seven decades. Acknowledging the inhumanity that has been perpetrated for","11",914
"The US is NOT standing for Hamas we stand with PalestineIsrael and want a 2 state resolution. Russia sides with HamasHezbollah Why would we side with Russia.","11",969
". tellsWednesday I do not support targeting and killing of civilians whether in Israel or Palestine. Fact that some have suggested otherwise is offensive and rooted in bigoted assumptions about my faith and ethnicity.IsraelPalestineConflict","11",1549
"The US lied about Iraq The US lied about Syria The US lied about Libya The US lied about Kuwait The US lied about Ukraine The US lied about Afghanistan But you think theyre telling the truth about Israel  Palestine  40 beheaded babies? Give me a break.","12",221196
"Holocaust survivor Gabor Mat describes the IsraelPalestineconflict as the longest ethnic cleansing operation of the 20th 21st centuries Please watch","12",98193
"thread of donation links for palestine","12",52639
"Israel is one of the most racist countries in the world. While Israel works hard to play the victim its actually a racist Jewish supremacist state that aims to ethnically cleanse Palestine. BTsexplains how racism is the core of Israels national identity","12",67097
"To Malaysian artist ure not a white gurl post something abt Palestine doesnt end ur career. Kau tu Melayu wake up!!!!!","12",59328
"If Palestine ever unleashed this level of destruction upon Israel nukes would be launched immediately.","12",70343
"As a man who claims to have recently read the autobiography of Malcolm X  reconsider this post that your agent probably wrote for you.","12",83625
"Wow. A massive demonstration in solidarity with Palestine is currently taking place in Paris France. People are challenging Macron's ban on proPalestinian protests by chanting Nous sommes tous des Palestiniens! We are all Palestinians!","12",57741
"The fact that standing with Palestine has people losing jobs security  safety while standing with Israel simply comes with judgement should tell you where the systemic imperialistic power imbalance lies","12",97733
"Palestinians don't have to invent fake news of massacred babies for the cameras. They have plenty of evidence but Western bulletins don't care that much to show it. Gaza Palestine","12",34477
"timeline cleanse! Palestine will be free just so you know.","12",102115
"The sick feeling in my stomach is because Palestine may actually be destroyed and its 2M inhabitants killed. And people will call it a victory against Hamas and not what it is genocide","12",68142
"JUST IN Perfume giant Jo Malone's son was reportedly behind the letter at Harvard that blamed Israel for the Hamas terror attacks. Her son Josh Willcox is one of the leaders of the Undergraduate Palestine Solidarity Committee. Malone spoke out about the war in the Middle","12",41601
"Seeing Korea support Palestine while Japan supports Israel makes so much sense. The formerly oppressed supporting the currently oppressed former oppressors supporting the current ones.","12",26376
"My heart is with my people  Im heartbroken I can barley watch the videos I cant imagine living through them .. FREE PALESTINE FREE GAZA","12",35031
"YouTube didnt want me telling the truth about the IsraelPalestine conflict so they banned my channel with 300K subscribers. The corporate media lied to you about every war over the last 30 years. Tagand encourage them to unban my channel for the truth.","12",39073
"JUST IN Starbucks Employees Union Expresses 'Support for Palestine' Following Recent Hamas Terrorist Attacks.. Starbucks Workers United representing around 9000 Starbucks baristas faced backlash after expressing solidarity with Palestine following a recent Hamas attack on","12",24351
"BREAKING! The bodies of Palestinian babies children and women are piling up in front of the Al Shifa Hospital in the Gaza Strip. Victims of Israeli airstrikes! GazaUnderAttack Palestine","12",20962
"Zionists attacked a delegation of rabbis who attended the Palestine support conference in France as speakers. The participation of Jews in a peaceful conference was not welcomed by the Zionists. Until when will France continue to support the racist and occupying antiSemitic","12",23240
"Today Macron banned the French people from rallying in support of Palestine. The French people responded exactly how you might expect. This in the last hour.","12",38586
"IShowSpeed shows his support for Palestine!","12",130480
"What children are taught in Palestine. Shocking..","12",21280
"justin bieber and jamie lee curtis sharing pics of israeli destruction to hundreds of millions of people only to learn they were actually images of palestine and then just deleting them without comment  i can't stop thinking about it. very worried about the state of media rn","12",86100
"This is genocide! But you will never get any western media or the UN to admit and acknowledge it! Keep on praying for Palestine!","12",11996
"At a Palestine rally at  radical left students threaten a man who they perceive to be an Israel supporter. Campus police lead the man away apparently for his own safety. The leftist rally was promoted with a flyer featuring a Hamas terrorist.","12",22674
"I was in Palestine shortly after Palestinian prisoners went on a hunger strike to protest their genocide  Pizza Hut created an Israel only ad which showed them wafting the smell of their pizzas into the prison while the prisoners were on hunger strike to mock them","12",34193
"girl at my law school is reporting people supporting Palestine to their employers to get offers revoked.","12",62209
"Weird as fuck to see so many people coming out with statements about the IsraelPalestine conflict as if they need to comment on it Can we please stop this weird culture around expecting people with no relevant background or education to talk about world eventspolitics","12",82097
"its illegal to be gay in palestine why are you fighting for them meanwhile and im not exaggerating HUNDREDS of antilgbtq laws have been passed this year alone in the US. just how queer people still exist despite yall trying to outlaw us here they still exist in palestine","12",53184
"my grandparents were forced to leave their homes during Nakba and my grandfather wrote a poem about his home in Palestinei can only hope in my lifetime Palestine will finally be free","12",24126
"Columbia university now despite all restrictions hundreds showed up in solidarity with Palestine","12",29422
"Allhumma Bark Lahu. Footage of a Palestinian child in one of Gaza's schools which has become a shelter for thousands of Palestinians. May Allh bless him with a long life and allow him to live to see the freedom of Palestine.","12",27493
"Latest Comments on the PalestineIsrael Conflict 1. For 70 years the Israelis had been oppressing and subjecting Palestinians on their own land. 2. Almost daily the Israeli forces had randomly killed a few Palestinians and claimed that those killed are terrorists. 3. Who","12",14170
"Stay strong father dont be scared. A moment between a Palestinian boy and his father on Thursday as they both lay on hospital beds suffering from serious injuries as a result of Israels bombardment of Gaza occupied Palestine","12",13820
"All India Muslim Personal Law Board AIMPLB  Hamas attack is a natural reaction to Israeli atrocities. Shameful and Sad that PM Modi supported the oppressors instead of the exploited. Muslims of India stand with Palestine and are odered to pray for the Palestinians and read","12",17246
"Who has a fair claim on the region of Israel and Palestine? It's time to go deep to understand History Geography Religion Legal claims Morality And more","12",22537
"These ghastly women are tearing down posters in North London showing Israelis who have been kidnapped by Hamas saying This is for Palestine. Hamas sympathisers like this should have their citizenship revoked.","12",25717
"Do Jews have historical claims in the lands of palestine? Although the policies and sovereignty of countries are not measured in such a superficial way but let's set aside all considerations aside and respond to this claim in the same way Lets look at the objective history","12",14507
"palestine is NOT finally doing to israel what israel has been doing to palestine for 75 years. they're not committing genocide starving children destroying homes bombing hospitals and massraping. palestine is not colonising israel. they're resisting colonisation.","12",15516
"An average Muslim in India feels more strongly for someone in Palestine more than he feels for his Hindu brother in Kashmir. This is the basis of the conflict within the Indian society. Indian Muslims should start putting the nation over the idea of Ummah.","12",20629
"Germany bans proPalestine protests. UK bans display of Palestine flag. NY law firm fires student promised job for proPalestine comments. And nowUniversity bans reporters from covering protests. This isnt even a US war.","12",17058
"They want our people dead. Traumatizedstudents plead with admin about a gathering of Palestine supporters on the campus Red Square who shout There is only one solution. The farleft event was promoted with a flyer featuring a Hamas paraglider.","12",17837
"its weird to me that this outing of antisemitic college students is only ever done in retaliation for a students support of Palestine or their comments on Israel ive never seen these organizations go after a single student outed as neonazis and white supremacists like this","12",29120
"This Palestine boy deserve an Oscar award","12",14843
