"","X","id_of_tweet","cleaned_text","batch","sentiment","error","created_at","total_interactions_count","keyword_israel","keyword_gaza","keyword_palestine","keyword_hamas","keyword_conflict"
"452",452,10294,"moment protesters with paragliders stuck to their backs in reference to hamas' atrocities chant 'england is a terrorist state' on streets of london",1,-1,"",14,97,0,0,0,1,0
"453",453,10329,"breaking hundreds were just arrested blockading 's street including high profile public officials rabbis politicians scholars and descendants of holocaust survivorsages 20 to 80. we demand an end to the genocide of palestinians in gaza. never again is today.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",14,29287,0,1,0,0,0
"454",454,10353,"it could be any of us any time any where while passing a street shopping sleeping driving home or even fleeing. no one is safe in gaza.",1,-1,"",14,18850,0,1,0,0,0
"455",455,10371,"facebook and instagram took down my explainer breaking down the history of gaza as a concentration camp because it shows people or organizations deemed as dangerous... this is antipalestinisn racism. luckily it's still up on x. watch the video yourself and see. one thing",1,-1,"",14,11573,0,1,0,0,0
"456",456,10380,"lets tweet out the hamas charter so that the world can better understand who the gaza palestinians elected and continue to support as their leaders. thread.",1,1,"",14,15017,0,1,0,1,0
"457",457,10391,"try to think why not a single arab country is offering to take a single gaza refugee...",1,1,"",14,11748,0,1,0,0,0
"458",458,10399,"idf denies using white phosphorus but we atverified images of israeli forces on october 9 near sderot with artillery shells labelled d528  the us department of defense identification code for white phosphorusbased rounds. from sderot northern gaza is within range.",1,-1,"",14,8961,1,1,0,0,0
"459",459,10427,"gaza update at time of writing the hospital is still standing. after spending part of the night in the street with bombs landing in close proximity we understand that some medical staff and all patients have been able to move...",1,-1,"",14,10426,0,1,0,0,0
"460",460,10475,"these guys are chanting khybar khybar ya yahud  calling for the murder of jews. it never takes long for antisemitism to surface amongst pro palestine crowds. they need to be arrested and if possible have their citizenship revoked for extremist behaviour.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",14,12028,0,0,1,0,0
"461",461,10506,"this is terrorism nothing else. i stand with the innocent people of palestine .",1,-1,"",14,5221,0,0,1,0,0
"462",462,10521,"approximately 100000 people came out today in london in solidarity with palestine",1,-1,"",14,7381,0,0,1,0,0
"463",463,10522,"what better way to spend shabbat than standing shoulder to shoulder with comrades for a free palestine.",1,-1,"",14,6624,0,0,1,0,0
"464",464,10534,"do you all know how utterly insane it is that all these big brands are pledging millions of dollars to israel while the us is giving them billions for weaponry and nobody is giving palestine anything. i feel myself slowly losing touch with reality how is this genocide working.",1,-1,"",14,4341,1,0,1,0,0
"465",465,10550,"unpopular opinion but needs to be said palestine will benefit more if we fill the masaajid 5 times a day increase in istighfaar dhikr durood and tilawat rarther than filling the streets with mixed genders and breaking the fundamental principles of our deen. rarther pour your",1,-1,"",14,4669,0,0,1,0,0
"466",466,10551,"the black flag with the islamic creed popular with islamists and jihadists was on display at the london palestine rally today.",1,-1,"",14,2537,0,0,1,0,0
"467",467,10584,"kicking off  palestine protesters fighting with the police on the streets of londonmultiple arrests been made",1,-1,"",14,1994,0,0,1,0,0
"468",468,10594,"pro palestine protest in front of 10 downing streetresidence of uk prime minister. palestine palestinelivesmatter israelpalestineconflict",1,-1,"",14,2107,1,0,1,0,1
"469",469,10597,"oh allah! grant your devine assistance to the people of palestine. ameen",1,-1,"",14,2128,0,0,1,0,0
"470",470,10613,"pakistanis supporting palestine by eating the flag of israel. yes eating it!",1,-1,"",14,1067,1,0,1,0,0
"471",471,10646,"london stands with palestine. the last part interview of a jewish woman is very important.",1,-1,"",14,910,0,0,1,0,0
"472",472,10668,"will israelpalestine war lead to ww3?",1,0,"",14,1243,1,0,1,0,0
"473",473,10673,"this is how genocides happen. with the most powerful states in the world lined up with disinformation campaigns heralded by hate and dehumanization  enforced media blackout with the cowardice of silence with the brutality of curated algorithms with excuses gaza palestine",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",14,870,0,1,1,0,0
"474",474,10691,"netanyahu should be taken to an international criminal court for war crimes according to spains minister of social rights she said given the attempted genocide being carried out by the state of israel in gaza we propose that the government of spain take netanyahu before the",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,64825,1,1,0,0,0
"475",475,10713,"this is shaima saidam killed today with family members in gaza by israel. months ago shaima scored 99.6 in the 12th grade exam the 1st in here she said that she worked really hard for her achievement. behind the 2670 martyrs are people with stolen lives  futures!",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,26631,1,1,0,0,0
"476",476,10719,"according to cbs a 71yearold american in illinois stabbed his 32yearold female neighbor and her 6yearold son several times wounding the mother and killing the child. investigators say that the offender was pushed to commit his crime by israel's propaganda aboutmuslims",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,21289,1,0,0,0,0
"477",477,10723,"let me say this in the clearest possible terms. if youre concerned with israels response if youre focused on the people of gaza right now youre either ignorant or intentionally hypocritical. 2005 israel handed gaza over on a silver platter. no occupation no israeli",1,1,"",15,29317,1,1,0,0,0
"478",478,10757,"brazil stands with israel  god bless brazil. together we shall defeat evil. via",1,1,"",15,30153,1,0,0,0,0
"479",479,10791,"false! this footage from 2020 shows hamas members digging up abandoned water pipes in evacuated israeli settlements in gaza there used to be 21 israeli settlements in gaza until 2005. israel shut down gaza's water supply completely on monday! stop justifying war crimes!",1,-1,"",15,13908,1,1,0,1,0
"480",480,10809,"israel is misleading the media by claiming to have turned on the water in gaza. crucially that does not mean palestinians in gaza have access. israel cut off electricity which is needed to operate water pumps. it has also bombed many of the pipes that supply them water.",1,-1,"",15,9086,1,1,0,0,0
"481",481,10850,"the destruction of israel is not hamass final destination listen to this brave former hamas member speak on cnn above the death cult he escaped",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,6122,1,0,0,1,0
"482",482,10854,"it's not the 'israelhamas war' it's the israelgaza massacre this is not a war its an enclosed shooting range with military explosives and human targets.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,6632,1,1,0,1,0
"483",483,10855,"it was proven that the israeli army used 155caliber artillery ammunition containing internationally banned white phosphorus on gazagenocide indvspak referendum2023 israel",1,-1,"",15,3759,1,1,0,0,0
"484",484,10856,"you your govt your party  loss of palestinian life. who created the humanitarian situation? who impeded access to aid?",1,-1,"",15,7614,0,0,0,0,0
"485",485,10900,"a 6 year old palestinian boy was stabbed 26 times to death. his mother is in critical condition. detectives said that they was targeted due to the fact they were muslim and the ongoing middle eastern conflict involving hamas and israel",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,1384,1,0,0,1,1
"486",486,10904,"trudeau has lost any little remaining moral high ground he holds if he doesn't denounce a taliban flag being waved on canadian streets. it's a rhetorical comment folks.trudeau doesn't have a moral compas and he doesn't give a shit about the conflict in the middle east.it",1,0,"",15,1753,0,0,0,0,1
"487",487,10944,"us national security advisoron rights of refugees from gaza when people leave their homes in conflict leave their houses in conflict they deserve the right to return to those homesto those houses. and this situation is no different.",1,0,"",15,1114,0,1,0,0,1
"488",488,10952,"respectfully the essential truth of the middle east conflict remains that there will never be peace until the palestinians abandon their official policy of israels complete destruction and acknowledge israels right to exist. there is no other way.",1,1,"",15,1084,1,0,0,0,1
"489",489,10957,"the report gave the most detailed picture yet of human rights violation  areas in nearby region.justice4tigraygenocide upholdthepretoriaagreement",1,0,"",15,129,0,0,0,0,0
"490",490,10969,"six year old boy killed and his mum injured in attack by their 71year old landlord inillinois who according to the sheriff's office was motivated by their 'being muslim and the ongoing middle eastern conflict involving hamas and the israelis'. islamophobia gazagenocide",1,-1,"",15,304,1,1,0,1,1
"491",491,10975,"there are huge questions regarding the start of this conflict.who organized 800 jews to enter the al aqsa mosque which is strictly forbidden?whoever did that knew hamas would respond.how and why did the intel and security fail on the most technologically sophisticated and",1,-1,"",15,395,0,0,0,1,1
"492",492,11003,"people are just now discovering neil druckmann is israeli myself included and that the last of us is not so secretly based on the israelpalestine conflict. which uhhh yeah a lot of people not happy about these revelations.",1,0,"",15,648,1,0,1,0,1
"493",493,11013,"most americans know nothing about our own countrys very active role in the israelpalestine conflict. heres a primer i wrote in 2014 still correct in its essentials",1,0,"",15,189,1,0,1,0,1
"494",494,11022,"very strange biblical story about how israel got its name most people don't understand that israel is synonymous with deception and struggle and battle and conflict. according to the story the descendants of jacob have lying cheating and stealing embedded in",1,-1,"",15,229,1,0,0,0,1
"495",495,11025,"breaking sudanese army and the ukrainian army had a shootout because of the palestineisrael conflict.  10 casualties for the sudanese army 8 casualties in the ukrainian army  reminder previously we had an announcement that the ukrainian military is operating",1,0,"",15,164,1,0,1,0,1
"496",496,11039,"detectives were able to determine that both victims in this brutal attack were targeted by the suspect due to them being muslim and the ongoing middle eastern conflict involving hamas and the israelis the sheriffs statement said.",1,-1,"",15,76,1,0,0,1,1
"497",497,11051,"bidens middle east policy is a disaster. first he thought we could ignore palestine  genocide. now he refuses to call for restraint bringing us closer to global conflict.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,68,0,0,1,0,1
"498",498,11079,"we are back announcement 2.0! after adjusting our date due to a schedule conflict with a north american major we are back on april 6 2024. we look forward to seeing everyone this year at beak bonk 2024!",1,0,"",15,65,0,0,0,0,1
"499",499,11119,"i us and uk in race to try and prevent israel conflict spreading tomorrowspaperstoday",1,0,"",15,35,1,0,0,0,1
"500",500,11151,"there will always be opportunistic authoritarians using times of conflict and unrest to push for antidemocratic arbitrary authoritarian powers. during such times good intelligent people of conscience must defend the principles of a just society against such bad ideas.",1,0,"",15,103,0,0,0,0,1
"501",501,11199,"reports of unrest among israeli military ranks amidst conflict israeli media outlet hebrew channel 10 is reporting a concerning development of mass desertions among soldiers who are refusing to participate in the ongoing conflict. this alarming situation is accompanied by",1,0,"",15,29,1,0,0,0,1
"502",502,11209,"zelensky demands no corruption questions  report the ukrainian president has demanded off the record that journalists not raise the topic of corruption while the conflict continues the editorinchief of the",1,0,"",15,18,0,0,0,0,1
"503",503,11222,"89 of palestinians support terrorists firing rockets at israeli civilians according to a pcpo poll palestinians elected hamas palestinians celebrated 911 america should not take in a single refugee from gaza period. there are 49 muslimmajority countries. let them take",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,45011,1,1,0,1,0
"504",504,11226,"the untold history of hamas a",1,-1,"",15,21953,0,0,0,1,0
"505",505,11230,"to the propogrom masses these are the animals you are supporting. thus a hamas terrorist spotted an elderly woman inside her house and fired. he murdered her in cold blood.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,14702,0,0,0,1,0
"506",506,11261,"breaking palestinian authority president mahmoud abbas says the policies and actions of hamas do not represent the palestinian people",1,1,"",15,18271,0,0,0,1,0
"507",507,11266,"a photo  clear as day  showing hamas firing rockets from dense residential neighborhoods in gaza. the terror organization is using the people of gaza as their human shields endangering their lives.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,10068,0,1,0,1,0
"508",508,11269,"not a single protest asking hamas to return babies it kidnapped. not a single protest asking hamas to stop firing rockets that harm gaza residents. not a single protest asking hamas to release hostages end war. these are protests in support of extremism. not palestine.",1,1,"",15,11411,0,1,1,1,0
"509",509,11298,"watchon potential israeli occupation of gaza i think it'd be a big mistake. look what happened in gaza in my view is hamas and the extreme elements of hamas don't represent all the palestinian peoplethere needs to be a path to a palestinian state.",1,-1,"",15,4056,1,1,0,1,0
"510",510,11312,"president biden says hamas must be eliminated but he supports palestinian statehood. this has been the u.s. policy for decades.",1,0,"",15,2760,0,0,0,1,0
"511",511,11372,"israelis blame govt for hamas massacre say netanyahu must resign  poll an overwhelming majority of 86 of respondents including 79 of coalition supporters said the surprise attack from gaza is a failure of the country's leadership. .four out of five jewish israelis believe",1,1,"",15,741,1,1,0,1,0
"512",512,11387,"this is what happens when the biased media fails to accurately report news. this is what happens when the media labels palestinians as hamas and terrorists. this is what happens when false propaganda such as day of jihad is spread to ignite fear.",1,-1,"",15,1021,0,0,0,1,0
"513",513,11423,"cats are showing more compassion for the murdered children of gaza than some humans!",1,-1,"",15,25330,0,1,0,0,0
"514",514,11428,"4 hospitals in northern gaza are no longer functioning as a result of damage and targeting. 21 hospitals in the gaza strip have received instructions from israeli forces to evacuate. forced evacuation of hospitals may amount to a violation of international humanitarian law.",1,-1,"",15,15942,1,1,0,0,0
"515",515,11441,"we have now managed to speak to my dad who is in the south of gaza near rafah. he reports the medical situation is beyond imagining. bombing has continued even in rafah. there are thousands in the streets with nowhere to go. medics can no longer reach many. 13",1,-1,"",15,19846,0,1,0,0,0
"516",516,11451,"i dont feel safe here at all but theres nothing to do about it. good night from gaza.",1,-1,"",15,32920,0,1,0,0,0
"517",517,11471,"i was hugging my daughters when the ceiling blocks started falling on me because of the bombing no one can describe the pain of this mother being unable to protect one of her daughters. gaza palestine",1,-1,"",15,6404,0,1,1,0,0
"518",518,11493,"a full blockade of gaza could be considered a crime against humanity and a genocide. it could be investigated by the international criminal court.",1,-1,"",15,9096,0,1,0,0,0
"519",519,11511,"this was for our brothers and sisters in afghanistan  palestine. this will be one of the most memorable match thank you for your love and support engvsafg cwc23",1,-1,"",15,88614,0,0,1,0,0
"520",520,11512,"youtuber aleem iqbal was removed from the ksi vs fury fight for wearing a 'free palestine' tshirt.",1,-1,"",15,32969,0,0,1,0,0
"521",521,11519,"a palestinian child is dead in america. his only crime is being palestinian and muslim. when you have kids in palestine being murdered for existing and now kids in america as well and youre not speaking against it then you are apart of the problem. i am so sick of this.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,26392,0,0,1,0,0
"522",522,11521,"ppl do forget that palestinians aren't all muslims and this war is never between two religions. jewish palestinians are fighting for their lives on a daily basis too and zionists screaming they're kiiiing the jews! is so ironic bcs they're kiiiing their own ppl too in palestine",1,-1,"",15,27892,0,0,1,0,0
"523",523,11545,"allahu akbar kuwait announced that it stands with the palestinians against the criminal zionist occupiers with whom theystill are in war with since 1967. may allah liberate the palestinians gazagenocide palestine",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,8585,0,1,1,0,0
"524",524,11555,"massive protests happening in karachi pakistan against israel and in support of hamas demanding either free palestine or send them to gaza frontlines",1,-1,"",15,8426,1,1,1,1,0
"525",525,11579,"storm of nations gaza palestine alaqsastorm",1,-1,"",15,5860,0,1,1,0,0
"526",526,11595,"all these news about wars can get quite overwhelming for some but its a real issue that is happening involving real peoples lives and not just a topic on the internet. if its too much for you take a rest but dont ignore it completely. keep them in ur prayers. free palestine",1,-1,"",15,2187,0,0,1,0,0
"527",527,11628,"issaying that ethnic cleansing and apartheid are justified because one religious group wants a political state that is not theirs and never was? i suggest he educates himself. here is some useful reading the palestine laboratory how israel exports the",1,-1,"",15,2705,1,0,1,0,0
"528",528,11699,"what we see in palestine will also be the suffering in the world of all the peoples of the south. petro on the catastrophe in gaza as a sign of whats to come",1,-1,"",15,1561,0,1,1,0,0
"529",529,11786,"my name is unmistakably jewish i couldn't hide it if i wanted to i've received 100s of death threats from fanatical zionists over the past week as always happen when i criticize israel's actions. please stop pretending we're a persecuted minority.",1,-1,"",16,31626,1,0,0,0,0
"530",530,11808,"there's no evidence hamas uses human shields. israel has a history of lying and producing propaganda to justify their war crimes. stop the gazagenocid",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,14452,1,1,0,1,0
"531",531,11829,"there will be no migration from gaza to egypt says hamas leader ismail haniyeh who himself is in doha currently leading a lavish lifestyle. haniyeh reportedly watched the hamas attacks on israel from the comfort of his office in qatar. hes a millionaire with 13 children",1,1,"",16,18391,1,1,0,1,0
"532",532,11836,"if youre shocked by thecoverage of the genocide in gaza you might have missed this piece from 2018 following the tragic day at the gaza fence in which israel killed 60 palestinians who were protesting trumps embassy move. before the palestinians could even bury",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,13450,1,1,0,0,0
"533",533,11838,"just in another us congressman has once again bought war stocks before the israel and palestine conflict. representative josh gottheimer purchased up to 15000 of northrop grumman corp noc on sept 26. he sits on the national security agency and intelligence committees.",1,0,"",16,13675,1,0,1,0,1
"534",534,11840,"the walt disney company donated 2 million dollars to israeli organizations. in the wake of the horrific terrorist attacks targeting jews in israel this past weekend we must all do what we can to support the innocent people experiencing so much pain violence and uncertainty",1,1,"",16,9063,1,0,0,0,0
"535",535,11854,"we are getting ready to welcome hundreds of people who were stuck in israel back to the united states of america.",1,0,"",16,28637,1,0,0,0,0
"536",536,11860,"many reports from gaza of unknown children showing up at hospitals with no family some wounded and representing the lone survivors of their family. we started seeing this during israels exterminationist assault in 2014.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,9182,1,1,0,0,0
"537",537,11902,"we stand with israel as it defends itself. the united states is also actively working to ensure the people of gaza can get out of harms way and the assistance they needfood water medicinecan get in. hamas does not care if palestinians suffer.",1,1,"",16,12940,1,1,0,1,0
"538",538,11905,"this is inadequate. wadies murder is the direct result of racist warmongering.repeated the lie about beheaded babies directed us diplomatic corps to avoid calls for ceasefire  backs israels genocidal warfare. these policies have deadly consequences here too. gaza",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,7598,1,1,0,0,0
"539",539,11924,"war crimes? which war crimes? these war crimes. a general overview of war crimes committed in the israel  hamas conflict in gaza so far. we need accountability security and justice for all. 1. violations by israel a. cutting off water electricity and food",1,0,"",16,6140,1,1,0,1,1
"540",540,11929,"we all know israel is the goliath in this conflict i always defend israel against lies. watch my interview with rt international when faced accusations  israelunderattack israelfightsback",1,1,"",16,3613,1,0,0,0,1
"541",541,11931,"why does every media outlet treat gaza hamas ministry of health casualty stats like they were audited by a big 4 accounting firm? somehow during conflict with israel no one dies of natural causes.and a lot of dead children turn out to have beards and uniforms. but hey its",1,1,"",16,4622,1,1,0,1,1
"542",542,11978,"countless lives have been needlessly destroyed in the last six months in sudan. every day civilians in sudan are being killed and displaced as the conflict continues to rage. justice and accountability are essential for the protection of civilians",1,0,"",16,568,0,0,0,0,1
"543",543,11985,"show me something sexier than two grown people who respect one another bring consistent kindness to their relationship handle conflict with care pay attention to their individual wellbeing while also prioritizing the health of their relationship communicate effectively admit",1,0,"",16,615,0,0,0,0,1
"544",544,12030,"agreed. the israeli side shares fake videos and so does the hamas side which is why a lot of us arent taking sides in this conflict. clearly both sides hate each other there are incredibly bad faith actors on both sides  the general populace supporting them are low iq",1,0,"",16,177,1,0,0,1,1
"545",545,12035,"cobra short situation update 10162023 lightforces are doing whatever possible to contain the conflict in the middle east they've communicated to blacknobility families that they'll begin removing them from the planet if the conflict escalates further",1,0,"",16,56,0,0,0,0,1
"546",546,12046,"israeli government spokesperson eylon levy says the conflict with hamas is a war that israel has been forced into.",1,1,"",16,45,1,0,0,1,1
"547",547,12075,"for accurate and critical coverage of the israelhamas conflict independent ontheground journalistrun news media is your best bet. here are three places to start.",1,0,"",16,47,1,0,0,1,1
"548",548,12118,"israel will do anything it needs to defend itself its the role of the intl. community to convey that message. israels ambassador to canadadiscusses the conflict with hamas with . watch the full interview",1,1,"",16,13,1,0,0,1,1
"549",549,12120,"the victims in this warconflict which has been long planned by the nazi globalists and their terrorist axis of evil armed forces of hamasterrorist hezbullah and their mother irgcterroirsts are the people in israel and the voiceless people in iran.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,15,1,0,0,1,1
"550",550,12146,"more than 2000 us troops have been issued prepare to deploy orders as the israelpalestine conflict intensifies with concerns iran could become involved",1,0,"",16,4,1,0,1,0,1
"551",551,12169,"it took gb news 4 days last week to send just 1 reporter to israel following the hamas attack. they seem to have plenty to say about the conflict  all from their bunker studios in central london.",1,0,"",16,52,1,0,0,1,1
"552",552,12170,"local mental health professionals are stepping in to help people cope with grief and anxiety caused by the israelhamas war. i spoke with leaders in louisville's jewish community who are offering free resources for those impacted by the horrific conflict. israelhamas",1,0,"",16,12,1,0,0,1,1
"553",553,12176,"high time the australian government rethinks'we stand with the israeli government' when there are war criminals on both sides and innocent people on both sides trapped and being killed in this conflict",1,0,"",16,12,1,0,0,0,1
"554",554,12212,"people interested in how conflict breaks our brains might like my podcast",1,0,"",16,2,0,0,0,0,1
"555",555,12228,"when radical academics say this kind of shit about the israelipalestinian conflict it can easily be explained by a rigid adherence to a simplistic moral framework organized around the oppressedoppressors dichotomy which they apply consistently to every topic.",1,0,"",16,104,1,0,0,0,1
"556",556,12269,"why can't they just let him become of age and then let him sort it out himself.? worse is a divorce conflict. crazy.",1,0,"",16,19,0,0,0,0,1
"557",557,12334,"this guy was actually in charge of canadas consular affairs around the world. i can only imagine the hamas terrorists he helped slip into canada.",1,1,"",16,2311,0,0,0,1,0
"558",558,12359,"netanyahus strategy to strengthen and finance hamas and community notes the community notes are being used for the purpose of debate rather than correction. it is being gamed by zionists so i will now respond to these community notes. here is an example haaretz is an",1,-1,"",16,1632,0,0,0,1,0
"559",559,12391,"a week ago bbc presenters called for gb news to be shut down because a guest said he didn't want to have sex with a woman. this week the bbc refuse to call hamas terrorists. i know which one i think is worse.",1,1,"",16,1645,0,0,0,1,0
"560",560,12408,"israel is falling into hamass 'trap' in the ferocity of its retribution. war crimes in gaza will turn international sympathy from israel to the palestinians allow hamas to claim leadership of the palestinian cause  wreck israelisaudi rapprochement.",1,-1,"",16,911,1,1,0,1,0
"561",561,12425,"whats so perverse about this stuff is een if you set hamas direct victims aside entirely if upon hearing about this attack you didnt immediately recognize that the consequences for gazans would be awful then you just have zero understanding of the situation whatsoever.",1,-1,"",16,2994,0,1,0,1,0
"562",562,12428,"the idf killed osama mazini the head of the shura council of hamas terroist organization in the gaza strip.mazini was responsible for hamas prisoners and directed terrorist activities against israel  idf",1,1,"",16,1017,1,1,0,1,0
"563",563,12495,"did you know that hamas forces every person in palestine to participate in their war on israel or be jailed? oh no wait that's the idf in israel",1,-1,"",16,90,1,0,1,1,0
"564",564,12499,"so they didnt cover the mn couple that was brutally murdered by hamas but they cover this. i wonder why?",1,1,"",16,118,0,0,0,1,0
"565",565,12501,"i'm not sure what else trudeau can be expected to do. he's said israel has a right to defend itself denounced antisemitism urged hamas to release the hostages called for protection of palestinian civilians  his gov't is working to get cdns home. imo all of this is reasonable",1,1,"",16,190,1,0,0,1,0
"566",566,12515,"scoop a bipartisan group of u.s. house members plans to urge egypt to do more to protect palestinian civilians in gaza from the israelhamas war axios has learned.",1,0,"",16,46,1,1,0,1,0
"567",567,12530,"israelis arent sitting at home minding their business whilst gaza is being carpet bombed. theyre baking cookies to send to israeli soldiers to aid them in their genocide campaign of palestinians. meanwhile palestinian babies  starved to death",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,71041,1,1,0,0,0
"568",568,12568,"just in rep.says no gaza refugees in the united states. we are already being invaded by people from our own hemisphere. meanwhile leftist reps. aoc ilhan omar rashida tlaib and notorious firealarmpuller jamaal bowman are pushing for the us to bring in",1,1,"",16,35745,0,1,0,0,0
"569",569,12573,"i have never seen anything like this a doctor at al shifa hospital describing the situation in gaza.",1,-1,"",16,11336,0,1,0,0,0
"570",570,12574,"no gaza refugees in the united states. we are already being invaded by people from our own hemisphere.",1,1,"",16,34191,0,1,0,0,0
"571",571,12656,"my relatives remain under the rubble for 6 hours last time i checked. this was 4 hours ago. gaza firefighters and first responders are attacked and killed by israel and as a result people bleed to death or suffocate under the rubble of their houses.",1,-1,"",16,3070,1,1,0,0,0
"572",572,12665,"this beautiful child was murdered by zionistterror. her crime was just breathing in gaza.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,4281,0,1,0,0,0
"573",573,12672,"srail gazzede soykrm yapyor btn dnya ise bunu sadece izliyor. israel is committing genocide in gaza. the whole world is just watching this. i guess 50 years later western countries will condemn what is happening today. zionistterror",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,2455,1,1,0,0,0
"574",574,12707,"i cant stop thinking about our physician colleagues in gaza who refuse to abandon their critically ill pediatric patients. if you want to kill us kill us while we continue working here.  dr. hussam abu safiyah",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,2853,0,1,0,0,0
"575",575,12718,"we're seeing the combination of genocidal acts with special intent. this is indeed a textbook case of genocide. israeli historian and genocide scholar raz segal says israeli leaders' dehumanizing language about palestinians in gaza is cause for alarm.",1,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,1341,1,1,0,0,0
"576",576,12768,"we created a reading list that offers a brief primer on the radical black feminist political mandate which is solidarity with palestine. ",1,-1,"",16,9194,0,0,1,0,0
"577",577,12796,"new several labour councillors ive spoken to today are considering resigning from the party over the messages from the leadership that stopped them attending palestine demonstrations this weekend some of the potential resignations could see labour lose control of councils",1,-1,"",16,6907,0,0,1,0,0
"578",578,12797,"this is mosab hassan yousef. his dad was a founder of hamas. he was part of hamas. he spent years in an israeli prison. in this interview he spills the beans about the real situation on the ground in gaza. israel palestine palestinegenocide hamas",1,1,"",16,4387,1,1,1,1,0
