"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"223","14057.rds","","-1",14057,"An angry Jordanian woman calls on the Jordanian police and the Arab armies to take action to support Gaza denouncing the Baptist Hospital massacre in which over 500 Palestinians were killed. Jordan Palestine Gaza GazaGenocide",1,17,2049
"224","1407.rds","","1",1407,"The farleft glorifies the tragedy in Israel for ideological reasons. They often frame the conflict solely as a struggle against colonialism and imperialism painting Israel as the aggressor and Palestinians as the oppressed. This perspective aligns with their broader",1,7,81
"225","14087.rds","","-1",14087,"Palestinian families try to escape the violence only to face bombs at the Rafah crossing on the southern border of the Gaza Strip",1,17,1188
"226","14088.rds","","1",14088,"Hamas terrorists said that Israel struck a hospital in Gaza. Without waiting for proof the world blamed Israel. No one cared about the facts or the truth or reality. They just rushed to falsely blame Israel.",1,17,1337
"227","1409.rds","content_filter",NA,1409,"men will always use war as an excuse to rape women. it happened in every single conflict ever in human history. men are just inherently disgusting vile creatures",1,7,110
"228","14102.rds","","1",14102,"Notice the difference in tone. When Gaza gets struck the atmosphere is outrage. When Israelis were deliberately killed and their murders filmed there wasnt the same emotional fury. At best the vibe was more This is sad. Wishing you happier times. Regards the world",1,17,1632
"229","14104.rds","content_filter",NA,14104,"The spokesperson for the Gaza Health Ministry held a press conference amidst the dead in the garden of the hospital that Israel struck because there was no place to lay the hundreds of lifeless bodies. PalestineGenocide",1,17,727
"230","1411.rds","","0",1411,"Mass mobilization into the army has been announced in Israel. The country is preparing for conflict on several fronts at once. Fox News special correspondent in Jerusalem Troy Ingst reports. The IDF has increased the number of reservists called up for active duty by",1,7,70
"231","14178.rds","","-1",14178,"you don't need to be a Muslim to support Palestine you just need to be a human",1,17,8932
"232","14204.rds","content_filter",NA,14204,"No one gives a shit. If the liberation of Palestine signifies the end time then let it belets just march together to the mahsyar field as free and liberated people.",1,17,5411
"233","14226.rds","","-1",14226,"Palestine. We are sorry. It hurts. A lot. We are powerless and no words can describe how helpless we feel as we watch you get massacred every day. We shall keep on shouting genocide is happening until something happens! Our hearts and prayers are with you. We love you.",1,17,4461
"234","14232.rds","content_filter",NA,14232,"Yesterday the United States UK France and Japan blocked a UN Security Council resolution calling for a ceasefire in Gaza. They have enthusiastically supported and paved the way for Israel's genocidal war against Palestine. This blood will forever be on their on their hands.",1,17,2571
"235","14238.rds","","-1",14238,"You don't need to be Muslim to feel for Palestine you only need to be human! Please pray",1,17,5803
"236","14248.rds","content_filter",NA,14248,"Please dont stop sharing the news from Palestine of the hospitals and safe routes out being bombed and hundred killed. The people who have justified encouraged and actively funded this dont deserve to escape from it being shown to them every minute of every day.",1,17,2360
"237","14255.rds","content_filter",NA,14255,"do not let anyone convince you that support for palestine and palestinian resistance are in any way antisemitic. do not let them distract you from the action of impeding genocide. you do not owe anyone that ever.",1,17,2614
"238","1428.rds","","0",1428,"I wholeheartedly agree with this statement. It effectively highlights the intricate nature of the Israeli conflict and the importance of considering various factors beyond just radical Islamic ideologies. Acknowledging the influence of globalists and leftleaning forces in",1,7,12
"239","14298.rds","","-1",14298,"While the US media is focused on the GOP trying to elect a new Speaker of the House Israel just bombed a hospital in Gaza with reportedly over 500 people killed already. Free Palestine. End the occupation. Ceasefire now.",1,17,3389
"240","14303.rds","","-1",14303,"Dont dare say Israel is not responsible for the bombs. Palestinian envoy to the United Nations Riyad Mansour addressed the targeting of civilians in Palestines Gaza during a UN Security Council session calling it a breach of international law",1,17,1267
"241","14311.rds","","-1",14311,"As a Muslim  if I can get my way to Palestine right now Ill gladly go and join my brothers and sisters in Islam. Its painful watching all the videos of men women and children murdered by Israeli terrorists",1,17,2801
"242","14411.rds","content_filter",NA,14411,"Israels Defense Minister called Palestinians in Gaza human animals last week Are you really surprised they blew up the hospital?",1,18,66931
"243","1445.rds","","0",1445,"The Five of Swords in reverse marks a significant shift in the dynamics of conflict and competition in your life. When this card appears upside down it suggests that you are actively working towards resolving conflicts or disputes that have been causing tension. You are",1,7,1
"244","14468.rds","content_filter",NA,14468,"Indefensible. This antisemitic radical should be fired immediately. Biden Department of Homeland Security officer is repeatedly posting pictures of Hamas terrorists parachuting in with guns and writing F Israel and any Jew who supports Israel.",1,18,26810
"245","14469.rds","","-1",14469,"I am absolutely going to receive an insane amount of hate and threats but this has to be said even though fear is so numbing. Palestinian citizens in Israel are being arrested for liking a wrong post. My leftist friends are being threatened silenced and heavily monitored ",1,18,39053
"246","14485.rds","","1",14485,"How embarrassing was that? Joe Biden arrives in Israel reads from a script loses his thread and then calls brutal terrorists of Hamas the other team.",1,18,35983
"247","14538.rds","","0",14538,"My Dear Departed Grandmother's Saree Upset My Guest From Israel This Evening. For Once I Was At A Loss Of Words.",1,18,23752
"248","1454.rds","","0",1454,"Conflict's devastating impact knows no boundaries affecting both lives and infrastructure. It's a grim reminder of the toll of war.",1,7,17
"249","14654.rds","","0",14654,"War does not resolve any problem. It only sows death and destruction increases hate multiplies vengeance. War erases the future. I exhort believers to take only one side in this conflict the side of peacenot in word but in prayer.",1,18,13275
"250","14655.rds","","0",14655,"Channel 4 News in the UK suggesting based on their reporting that the Israeli audio of the alleged Hamas guys talking about the attack is a fake. So many claims and counterclaims in this conflict.",1,18,9075
"251","14684.rds","","0",14684,"Israel  the elderly and this loss to life and property is irreparable! Mediating peace between nations having",1,18,986
"252","14705.rds","","0",14705,"BREAKINGUS National Security Spokesman says President Biden plans to ask 'tough questions' of Netanyahu regarding the objectives of the ongoing conflict",1,18,2920
"253","14712.rds","","-1",14712,"Joe Bidens team comment is disgusting and likely to succeed only in escalating conflict. His trip to Israel has been an unmitigated disaster and has firmly placed USA on the side of war crime. He has no claim to understand any history of oppression.",1,18,1142
"254","14755.rds","content_filter",NA,14755,"Not a single hospital would be bombed ifstopped occupying . The Zionist states existence causes conflict in the entire region.",1,18,356
"255","14781.rds","","0",14781,"Archbishop Gabriele Caccia the Vatican's Permanent Observer to the UN in New York says that despite the dark clouds of growing conflict and escalatory rhetoric there is still space for hope that progress in nuclear disarmament can be achieved.",1,18,160
"256","14789.rds","","0",14789,"The conflict must respect int'l human rights law allowing humanitarian assistance to reach all those in need. Justice4TigrayGenocide",1,18,33
"257","1487.rds","","-1",1487,"Wow calm down. I think today's actions were fucking evil. I also think that the actions of the IDF settlers and the Israeli government has been appalling. Understanding the roots of a conflict is important calling out all aggression and looking for solutions is vital.",1,7,0
"258","14871.rds","","-1",14871,"Hard to put into words the scale of the failure that has been thecoverage of the IsraeliGaza conflict. Many millions despite their misgivings of the BBC in times of peace still turned to them in times like these. Not any more",1,18,61
"259","14882.rds","","0",14882,"all threat models are not the same and one shouldn't try to apply logic from one conflict to another when the dangers can differ wildly.",1,18,403
"260","14888.rds","","0",14888,"WATCH MEP Directorand former Wilson Fellow and Lecturer at   Ph.D. discuss the IsraelHamas conflict regional implications Arab world support for Palestine and the impact on the Abraham Accords.",1,18,9
"261","14892.rds","","0",14892,"A motion to call CBC employees before the standing committee on public accounts to explain a leaked internal email regarding their coverage of the HamasIsrael conflict was voted down by LiberalNDP MPs. Tune into The Daily Brief! SUBSCRIBE",1,18,36
"262","14965.rds","","0",14965,"Be thankful if you are fortunate enough to be born into a relatively peaceful and non violent lifeenviornment. So many innocent children around the world have never known anything but a life of violence and conflict. No child deserves this. EVER.",1,18,85
"263","14967.rds","","-1",14967,"This is beyong disappointing. Because what do you think Palestinians have been experiencing? This conflict didnt magically start.",1,18,84
"264","14976.rds","","0",14976,"Our defense budget is a mathematical reminder that wars in foreign lands is more important than creating economic opportunity for Americans here. Unless youre Lockeed or Raytheon or JP Morgan or one of those conflict entrepreneurs of course. We should all be upset.",1,18,10
"265","14989.rds","","0",14989,"Heres our daily POWER lessons PProactiveWe take the first step OOptimisticWe always see the bright side WWork it outWe resolve conflict in a positive way EEffortWe try our hardest in everything we do RReality CheckWe learn to ask questions  decide for ourselves",1,18,11
"266","15021.rds","","1",15021,"Are Biden  Co. Sane? Joe Biden just announced 100 million for humanitarian assistance in Gaza and the West Bank. Despite his idiotic caveat that we will have mechanisms in place so this aid reaches those in need not Hamas or terrorist groups even Biden knows all too",1,18,20594
"267","15027.rds","","-1",15027,"INSURRECTIONISTS are storming the Capitol in support of Hamas. They are interrupting official government proceedings. Will there be federal charges? Solitary confinement? Will FBI raid their homes? WHO PAID for their buses signs  tshirts? I'll jointo get answers!",1,18,15188
"268","15053.rds","","-1",15053,"NEW The DHS employee who wrote Fk Israel and any Jew who supports Israel and posted images of Hamas terrorists parachuting in with guns glorifying their attack has been placed on leave according to . Original reporting below fromw .",1,18,3550
"269","1507.rds","","1",1507,"Tell us about the conflict when Trump was in office? Educate us! You comment is lame when everyone knows who pays for Humas",1,7,1
"270","15073.rds","","1",15073,"The State Department has designated Hamas as a foreign terrorist organization. It is undisputed that Hamas targets civilians including babies and the elderly. News media who dont call Hamas what it isa terrorist organizationare being misleading and injecting their own biases.",1,18,1653
"271","15075.rds","","1",15075,"A ceasefire wont save lives. It would be a victory for Hamas who will immediately start plotting their next campaign to slaughter Israelis. But then I suspect these folks know as much.",1,18,1583
"272","1509.rds","","0",1509,"it's crucial to examine who may benefit from this conflict both within and beyond Israel and who supports Hamas covertly. We must investigate carefully but avoid premature judgments.",1,7,0
"273","15103.rds","","1",15103,"Lets be honest Palestinians voted for Hamas! Stop acting like the two groups arent connected! Wake up!",1,18,1005
"274","15111.rds","","-1",15111,"the wayward hamas rocket becoming full fledged consensus reality this quickly this firmly has really broken me. they repeatedly said they were gonna do it. they bragged about having done it. and weve got the video with sound of it being done in fucking 4k. its so hopeless",1,18,1568
"275","15148.rds","","1",15148,"Im convinced it was HAMAS or PIJ. The voice intercepts are pretty solid. The blast area is minuscule  so was the 3x3ftish crater Rocket.",1,18,897
"276","15155.rds","","1",15155,"The fact that this tweet  which is now quite obviously and evidently false is still up makes me thinkis quite literally a Hamas agent. Otherwise not clear why she would leave up misinformation that her president and her national security leadership has disproven.",1,18,402
"277","15162.rds","","1",15162,"I am not suggesting that anyone should uncritically accept whatever Israel says. But that same skepticism should certainly extend to Hamas a terrorist organization that is not noted for its devotion to either honesty or human decency.",1,18,375
"278","15174.rds","","1",15174,"To further support the aforementioned points a surveillance camera video from the Netiv HaAsara settlement north of the Gaza Strip revealed several Hamas missiles launched upward prior to the attack.",1,18,203
"279","15188.rds","","1",15188,"Israel haters  and Egypt's president Sisi for twoare now saying that Israel should take in Gaza refugees. Not their fellow Arabs Allah forbid. No these people want the Gaza civilians some of whom eagerly who followed Hamas into the kibbutzim and looted",1,18,225
"280","15251.rds","","1",15251,"Live look at the protestors who have been outside our office for hours cheering on Hamas terrorists. Our office stands for truth and with the people of Israel.",1,18,137
"281","15276.rds","content_filter",NA,15276,"Just Watch Hamas terrorist infrastructure. Terrorist org known for placing lives in the lines of fire.StandWithIsrael",1,18,63
"282","15306.rds","","1",15306,"Israeli hospital bombarded with Hamas rockets last weekwhen the international media didnt care. The hypocrisy is nauseating.",1,18,11911
"283","15355.rds","","-1",15355,"lsraeli airstrike hits a UN school in central Gaza.",1,18,11607
"284","15366.rds","","-1",15366,"Someone helpfully corrected my language. Im no longer referring to Gaza as an open air prison. That implies the residents committed crimes other than just being born. It is a concentration camp",1,18,17132
"285","15375.rds","","-1",15375,"Delhi University student protestors set ablaze Israeli flags to protest the atrocities in Gaza.",1,18,18528
"286","15410.rds","","0",15410,"Whatever hit the hospital in Gaza it wasnt an airstrike. Even the smallest JDAM leaves a 3m crater. Widespread surface damage and total lack of cratering inconsistent with an airstrike.",1,18,10959
"287","1544.rds","","0",1544,"Brazil aims to prevent escalation of conflict Lula says A statement from Brazils Foreign Ministry reaffirmed a commitment to a twostate solution BRASILIABrazil hopes to prevent escalation of the conflict betweenIsrael and Hamas President Luiz Inacio Lula da Silva",1,7,0
"288","15474.rds","","0",15474,"My bipartisan statement with Senator Warner The Senate Intelligence Committee has received and reviewed intelligence related to the attack on alAhli hospital in Gaza. Based on this information we feel confident that the explosion was the result of a failed rocket launch by",1,18,2240
"289","15484.rds","","0",15484,"Gaza Floyd is going to be bad for a while. Try to stay calm and avoid getting sucked into pathological emotional states where you are most manipulable. Minimize exposure to propaganda. Derail the Woke mass line. Stand against Woke active measures. Denounce Woke direct actions.",1,18,2561
"290","1549.rds","","0",1549,"The ongoing conflict in middle east is deeply troubling. While the background and interests involved are complex what saddens me the most are the innocent civilians particularly children who become casualties of political agendas. Humanity is losing and the world is watching",1,7,1
"291","15544.rds","","-1",15544,"The world ignorantly thinks that Palestine was empty and completely undeveloped until it was invaded by Israel in 1948! These historical images from 1930 to 1940 shows us that not only Palestine was beautiful but it was highly developed for its time rivaling even the most",1,18,7720
"292","15545.rds","","-1",15545,"You might be struggling to buy groceries pay your mortgage or keep up on your monthly bills. But youll be comforted to know Biden is sending 100 million of YOUR hardearned money to support jihad in Palestine. Biden voters you really effed us all.",1,18,18335
"293","15547.rds","content_filter",NA,15547,"the people stand with palestineITS FREE PALESTINIANS UNTIL THEY ARE FREE",1,18,19051
"294","15575.rds","","-1",15575,"This flag represents the most oppressed but the bravest people of Palestine",1,18,13454
"295","15594.rds","","0",15594,"Notice  India refuses to name Israel and refuses to use the word Palestine. The term those responsible refers to Hamas. This was tweeted at 13.28 by which time it was clear hamas was responsible. As a rule the Prime Ministers never enable terrorists by naming them.",1,18,6119
"296","15596.rds","","-1",15596,"if youre still unsure about where you stand please watch this video to at least have an idea of what palestine is going through. this is so fucking heartbreaking.",1,18,3890
"297","15606.rds","content_filter",NA,15606,"Montclair State University of NJ has covered up a horrendous murder of Abderrahmane Abdu Mefti. MSU claimed his death was not the result of any criminal actions. ABDU WAS THROWN FROM THE 6th FLOOR WINDOW BY A GROUP OF ZIONIST FOR DEFENDING PALESTINE.",1,18,1905
"298","15619.rds","","-1",15619,"Over 100 artists against apartheid from over 11 countries includinghave started call for solidarity with Palestine  their right to resist occupation. Israels war crimes like bombing the Al Ahli Hospital in Gaza are unacceptable.",1,18,2262
"299","15624.rds","","-1",15624,"By its own hand and through its unrestrained brutality against the native population of Gaza in Palestine 4000 dead and counting Israel has dealt itself a fatal blow to its global PR image as perennial victims. While Netanyahu may believe hes a hero the fact is after",1,18,2176
"300","15674.rds","","-1",15674,"Spread knowledge is what guides us towards meaningful change. By educating ourselves we gain the power to understand empathize and most crucially act. Become informed seek understanding and spread awareness. Palestine needs your voice.",1,18,1718
"301","15676.rds","","-1",15676,"Our cricketers have championed Pakistani sentiments today. We echo their support for a Free Palestine and an end to the genocide of the Palestinian people. Amongst the many attributes of Pakistan Cricket we take pride in being synonymous with the Palestinian struggle is 1.",1,18,4442
"302","15696.rds","content_filter",NA,15696,"No rain government or complicit opposition can destroy our solidarity with the Palestinian people. Ceasefire now.End the siege of Gaza.Long live Palestine!",1,18,1589
"303","15715.rds","","-1",15715,"In Palestine a mother carries her child twice",1,18,1655
"304","15730.rds","","1",15730,"As Palestine supporters protest inside the Capitol let's remember our protest that they called an insurrection I published a recap of events on the next day while things were fresh in my mind There are over 160 Jan6 political prisoners still in jail",1,18,775
"305","15745.rds","","-1",15745,"Herzl explicitly called for colonies colonists and other colonial tasks in the Der Judenstaat in 1896. Herzl founded the Jewish Colonial Trust in 1899. The Palestine Jewish Colonization Association was founded in 1924. Zionists used to be pretty honest about the colonialism",1,18,1334
"306","15779.rds","","-1",15779,"Israel arrested this 3yearold Palestinian child since last night to pressure his father to turn himself in. A 3yearold baby.",1,19,47512
"307","1579.rds","","0",1579,"I dont claim to know whos on the right side in this conflict but certainly islam has a lot to do with their behavior as the entire religion is designed for dominance and warfare",1,7,0
"308","15798.rds","","-1",15798,"Leave it to the LYING PROPAGANDISTS at the New York Post to blame Palestine for Israels TERROR attack! Israel is a terrorist state!",1,19,35083
"309","15809.rds","","-1",15809,"Why do you keep serving tea to us every day?  because you work hard. Since the start of Israel's offensive on Gaza this child has been serving tea to journalists covering the war.",1,19,26157
"310","15826.rds","","-1",15826,"Israel BOMBED a home near the Ashers hospital in Gaza. Where is the international outrage for these horrific war crimes?",1,19,21141
"311","15841.rds","","0",15841,"In this Fact Check we look at Israels changing narrative on the deadly bombing of Gazas alAhli Arab Hospital.",1,19,15966
"312","15853.rds","content_filter",NA,15853,"1. Israel did bomb the hospital. Denying the crime doesnt absolve them of it. 2. You were foaming at the mouth spreading the genocidal lie thatPalestinians beheaded babies. 3. You get your paycheck from the Israeli lobby. Sit this out bud",1,19,20902
"313","15854.rds","","-1",15854,"Enough! TurnOnTheWater! This is unacceptable. IsraelHamas war live lack of water in Gaza a health crisis on the brink of explosion says charity",1,19,22973
"314","15896.rds","","0",15896,"The first batch of armored vehicles from the United States arrived in Israel  Israels Ministry of Defense American tax dollars are now funding both Ukraine and Israel.",1,19,13681
"315","15919.rds","","0",15919,"A UN Security Council resolution on Irans missile program has expired today. Russia is free to deliver hypersonic missiles to Iran. First deliveries are probably arriving at Iranian ports. Russia will support Iran in the upcoming war against IsraelUS. Payback for Ukraine.",1,19,12639
"316","15971.rds","","0",15971,"Dems are divided on whether the U.S. ought to send weapons  supplies to Israel. Reps show a slight majority in favor. The Dems who don't think the U.S. ought to are relatively less approving of Biden's handling of the conflict than Dems who do.",1,19,750
"317","16008.rds","","0",16008,"Wouldn't it have been better if she had recused herself to avoid conflict of interest.",1,19,120
"318","16018.rds","","0",16018,"Erdogans younger soninlaw potential heir and ownercreator of the globally renowned Bayraktar drone concernweighs in on the Palestinian conflict.",1,19,77
"319","1603.rds","","-1",1603,"Its not a conflict its colonialism.",1,7,0
"320","16054.rds","","0",16054,"Considering Iran will likely be found to be the source of this conflict they should be absorbing nearly all of the refugees.",1,19,234
"321","16056.rds","","0",16056,"While the conflict between Israel and Palestine flares up Egyptian armed forces are also conducting unplanned exercises.",1,19,21
"322","1607.rds","","-1",1607,"the Palestinian conflict is ongoing  id think other black ppl would understand this but shes biracial so ig its different. post tha screenshots of u donating sum or stfu",1,7,0
"323","16074.rds","","0",16074,"Pope Francis on Thursday met with the president of the World Jewish Congress WJC amid the ongoing IsraelHamas war with the leader imploring the Holy Father to use his moral authority to address the hostage crisis in that conflict.",1,19,36
"324","16083.rds","","0",16083,"Hamas Political Chief Ismail Haniyeh said the IsraelHamas War may become a regional conflict.",1,19,3
"325","16098.rds","content_filter",NA,16098,"If I catch any dude doing this to posters marking the lives of innocents killed in this conflict on either side I will legit fuck them up. Dont care if I get hurt in the process. I will fuck you up.",1,19,45
"326","16109.rds","","0",16109,"How Loki got Vijay na in the hook. Loki Father Son conflict na Neenga unga appava climax la murder paniringa!! Vijay na No more to say. Epa shooting. LeoDisaster LeoReview Leo",1,19,10
"327","1613.rds","content_filter",NA,1613,"A Final Solution to the IsraeliPalestine conflict.",1,7,9
"328","16152.rds","","0",16152,"The long conflict ahead and high price ofurban warfare  Mogadishu on steroids says my Power Play podcast guest exGeneral DavidPetraeus. And his thoughts on how to avoid repeating the mistakes of Iraq",1,19,3
"329","16154.rds","","0",16154,"US ratings agency Moodys has put the Israeli governments A1 credit ratings on review for downgrade citing the unexpected and violent conflict between Israel and Hamas. Read more at",1,19,2
"330","16164.rds","","0",16164,"Your statement does not conflict with his data. The data is not about where pros are trying to hit their drives.",1,19,2
"331","16183.rds","","0",16183,"And once more you show complete lack of knowledge about this conflict Russian peacekeeping forces had no power to engage either side according to agreements signed in 2020.",1,19,0
"332","16195.rds","","-1",16195,"The US just voted no to a pause in conflict. to render aid. Its still sending weapons. Its trying to justify genocide. Please be for real right now.",1,19,4
"333","16199.rds","","-1",16199,"This is one reason I think the Israelis are trying to empty gaza city. north of the wadi of noncombatants and treat it as a conflict zone and not an urban occupation.",1,19,3
"334","16213.rds","","-1",16213,"At this point idgaf and its not a conflict. Its a massacre.",1,19,2
"335","1622.rds","","-1",1622,"Remember? Israel wants complete control of Palestinian land UN report  IsraelPalestine conflict News  Al Jazeera",1,7,0
"336","16230.rds","","-1",16230,"Netanyahus plan is to use furtherdeaths of Israeli soldiers  Gazan soldiers and civilians to bed in the conflict and secure his own tenure in office. He already faces ICC prosecution for his settlement policies and the GreatMarchOfReturn sniper fire on stone throwers",1,19,2
"337","16248.rds","","0",16248,"American politicians will be the reason why the world may potentially enter a nuclear conflict. This is what these  are doing.Stay neutral in this middle eastern conflict!!!",1,19,0
"338","16269.rds","","1",16269,"Yeah bro totally trust the terrorist organization! Half the shit you said is literally not true. You are creating conflict and in doing so creating more deaths by spreading fucking bullshit online.",1,19,0
"339","16284.rds","","-1",16284,"Palestinians are Semitic so these kids are not anti semitic. You could call them anti Zionists but that destroys your narrative. It suits your story more to make them out to be racists. The world is finally waking up  realising some hard truths about this long conflict.",1,19,0
"340","16288.rds","","1",16288,"No aid for Gaza..we didn't give humanitarian aid to Germany nor Japan during ww2..no aid to Gaza until Hamas is gone and conflict is gone..NO AID TO GAZA AND OR HAMAS.",1,19,0
"341","16369.rds","","-1",16369,"Spain MASSIVE protest in Barcelona in support of the Palestinian peoplethe victims of Israeli aggression in Gaza. These protests are not in support of Hamas or terrorismthey are in support of an oppressed people.",1,19,28273
"342","16400.rds","content_filter",NA,16400,"Ruth Peretz used to love going to music festivals. Since she had cerebral palsy her father Erick would always take her to enjoy the music together. This was reason enough for Hamas to slaughter them.",1,19,11964
"343","16413.rds","","1",16413,"French Police are finally beginning to Arrest the Participants of the ProPalestinianHamas Demonstration tonight in Paris which has been Outlawed under National Law.",1,19,13301
"344","16415.rds","content_filter",NA,16415,"This was Noya Dan a 12 year old autistic Jewish girl who loved Harry Potter. On October 7th Palestinian Hamas militants set fire to her house in order to force her and her 80 year old grandmother Carmela to come outside. Once they were outside they were kidnapped and held",1,19,8733
"345","16428.rds","content_filter",NA,16428,"In one day Hamas militants massacred tortured and abducted residents of a kibbutz leaving their homes charred and their community in ruins Ruth Margalit writes.",1,19,2634
"346","16440.rds","","-1",16440,"How will Israel and Biden excuse this one? The targeting of sheltering Muslim and Christian civilians in an Ancient Church? Kids with sling shots? A mystery Hamas super missile? It's beyond vile. Israel is now a rogue state.",1,19,1592
"347","16465.rds","","0",16465,"NEW  US veto on IsraelHamas war at UN to have monstruous consequences Russia",1,19,592
"348","16493.rds","","0",16493,"A Worldwide Caution Advisory Has Been Issued By The State Department For Americans Abroad! This warning comes at a time of heightened geopolitical tensions amid the ongoing Russian invasion of Ukraine and the IsraelHamas conflict.",1,19,113
"349","16527.rds","","-1",16527,"Read this and read this again. Whether in Gaza or the West Bank Zionism is a death cult.",1,19,46395
"350","16535.rds","content_filter",NA,16535,"Palestinian man from Gaza waited 16 years to have children and had two twins eventually but they were all killed today as well as their mother in the lsraeli air attacks on Gaza.",1,19,36380
"351","16537.rds","","-1",16537,"Spoke to the President of the Palestinian Authority H.E. Mahmoud Abbas. Conveyed my condolences at the loss of civilian lives at the Al Ahli Hospital in Gaza. We will continue to send humanitarian assistance for the Palestinian people. Shared our deep concern at the terrorism",1,19,99158
"352","16548.rds","","-1",16548,"MASSIVE protest in Barcelona Spain for the victims of Israeli aggression in Gaza.",1,19,38310
"353","16586.rds","","-1",16586,"No CNN there arent two sides to the Gaza hospital story. Go do your goddamn job.",1,19,19564
"354","16597.rds","","-1",16597,"From the lsrasli attack on a church in Gaza.",1,19,7671
"355","16610.rds","","0",16610,"An analysis of satellite imagery suggests that after less than two weeks of war 11000 buildings in Gaza have been destroyed or damaged. At least 92000 people will have no home to return to when the fighting stops.",1,19,5967
"356","16674.rds","content_filter",NA,16674,"A KASHMIRI GIRL When i asked them why they killed my father they ashamedly laughed at me A PALESTINE BOY O Allah take my life so that i can EAT in paradise A SYRAIN GIRL I will go and tell my lord everything",1,19,9317
"357","1668.rds","","0",1668,"Zero chance to have Iran in the conflict",1,7,1
"358","16680.rds","content_filter",NA,16680,"where is the Arab army? PalestineGenocide   GazaAttack ZionistTerror Palestine GazaCity",1,19,6858
"359","16683.rds","content_filter",NA,16683,"America's next generation of Jihads... Students at Balboa High School in San Francisco marched through the halls chanting the slogan From the river to the sea Palestine will be free. This slogan which basically means Israel has no right to exist on the land between the",1,19,5572
"360","16684.rds","","-1",16684,"dont let these right wing government officials fool you. even with protesting for palestine being banned currently the french people are overwhelmingly in support with palestine until theyre free",1,19,8745
"361","16686.rds","","-1",16686,"This is not a scene from a Hollywood Horror movie. This is Gaza. This is a Gazan child in deep trauma after an Israeli air strike. Dont look away speak up for Palestine.",1,19,3208
"362","16726.rds","content_filter",NA,16726,"Either a person supports the ethnic cleansing of Palestine or one doesnt. There is no third alternative. 3",1,19,4906
"363","16784.rds","","-1",16784,"BREAKING After the immense successes ofin the UKlaunches with a mission to shut down weapons companies in the US that are arming Israels genocide of Palestine. Read their statement now",1,19,1298
"364","16787.rds","","-1",16787,"The Palestinians have been living with constant heart break  pain since the ethnic cleansing of Palestine began with the establishment of the state of Israel on their land in the nakba of 1948.",1,19,1215
"365","1679.rds","","0",1679,"The innocent people of both sides who have zero blame for the conflict.",1,7,0
"366","16804.rds","","-1",16804,"Can't believe I spent so much precious time trying to educate Sarah Silverman about Palestine only to find out she's defending genocide against Palestinians!?Seriously reprehensible.",1,19,2943
"367","16808.rds","","0",16808,"!",1,19,2598
"368","16814.rds","content_filter",NA,16814,"2 million Arab Israelis with full civil and political rights in Israel. Arabs are in Knesset. Arabs can own property business they vote and are the freest Arabs in the middle east. Meanwhile no Jew is even allowed in Palestine or most of the Arab world. Arab aparthied!",1,19,2879
"369","16831.rds","","-1",16831,"SHARE WIDELY Palestine Legal  540 legal community members release a new letter urging elected officials and institutional leaders to take action to address surging racist attacks and unlawful retaliation against advocates for Palestinian rights.",1,19,808
"370","16884.rds","","-1",16884,"From Egypt to France and from the U.S. to the Philippines tens of thousands of people all around the world are flooding the streets to demand an end to Israel's attacks on occupied Gaza.",1,20,74640
"371","16903.rds","","-1",16903,"Palestinians hold a procession for the 18 people including 8 children murdered by Israel in the bombing of the Saint Porphyrius Church in Gaza. Video by",1,20,31170
"372","16917.rds","","-1",16917,"The White House deleted this photo of covert Delta Force teams operating inside Israel an hour after posting it The US is at war in Palestine",1,20,21933
"373","16918.rds","","-1",16918,"ISRAEL has BANNED Al Jazeera for reporting the TRUTH about the Gaza War. Reminds of me of when Russian news was BANNED at the start of the Ukraine War!",1,20,30533
"374","16945.rds","","-1",16945,"Man f k this world.. fk it. Palestinian doctors arecarrying out operations on mobile lights. Why is this allowed to happen? Im losing it Israel Gaza",1,20,10541
"375","16953.rds","content_filter",NA,16953,"at this point its genuinely so ridiculous to me that anyone sees israel as anything but a genocidal settlercolonial project. there is actually no way to justify israels existence without evil. these settlers literally watch  misery",1,20,17518
"376","16971.rds","","1",16971,"No! The American people want less war not more war! We are done mortgaging our childrens future to enrich Washington DC and the military industrial complex. Enough is enough. The people are fed up and see through the disgusting tactic of using an attack on children in Israel to",1,20,18686
"377","16978.rds","","1",16978,"Once again the Mainstream Media caused a Total Meltdown of People around the World last night who thought that Israel had Purposefully Bombed a 1000YearOld Church which was being used as a Shelter by PalestinianChristians how quickly everyone seems to forget that Hamas is",1,20,16511
"378","16987.rds","","0",16987,"A True Story About Israel And Palestine A husband and a wife were standing on top of a man one day drinking tea. Do we still have milk? asked the wife. Yeah like half a carton said the husband. HELP! screamed the man. Oh well thats good said the wife. I was",1,20,11562
"379","17023.rds","","-1",17023,"As antiimperialist Koreans we stand unequivocally with Palestine its people and its armed resistance against the Zionist occupation. This is neither a twosided conflict nor a war it is an occupation and a genocide.",1,20,11918
"380","17028.rds","","1",17028,"Alaa donated 50 bikes to Jewish kids evacuated from southern Israel. Hamas supporters found out and burned down his store. Now an Israeliled crowdfunding effort is helping him recover. This is not a conflict between Arabs and Jews it's a fight against Iranbacked terrorism.",1,20,4549
