all_fd601ea4e86b84c636ab557a9002657928071086f3c592fa5d1a6c7759efa03c,,,,,,,,,,
platform,Tweet,Sentiment,,,,,,,,
twitter,,,,,,,,,,
twitter,"This is significant. 

Pay attention, folks. Lot of moving parts…

In case this isn’t clear, this is @ElonMusk calling out the supreme leader of Iran and removing his tweet from the public timeline while declaring that Israel will not be eradicated. 

I know we’re all drowning… https://t.co/cou9WTWih9",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"BREAKING: Republican 2024 presidential candidate Nikki Haley is humiliated on live national television as Meet the Press host Kristen Welker calls her out on a whopping lie about Pres. Biden and the attacks by Hammas against Israel. 

It all started when Welker asked Hailey if… https://t.co/qLg8w6yFR2",0,,,,,,,,
twitter,"Hezbollah has fired rockets from a high school in the village of Kfar Shuba, using the children inside as human shields in an attack on an IDF base on Mount Dov.  A mosque is also in close proximity to the high school, hindering the IDF from neutralizing the Hezbollah fighters.… https://t.co/XvCspukFcd",1,,,,,,,,
twitter,"Indians must prepare for what's coming
#Israel #IsraelUnderAttack  #Hamas #Kashmir #IndiaStandWithIsrael https://t.co/hqMOpXzo7h",1,,,,,,,,
twitter,Netanyahu bears responsibility for this Israel-Gaza war https://t.co/JL4KvFj1Br,0,,,,,,,,
twitter,"In response to a Hezbollah attack from Lebanon into Israel, IDF Artillery struck targets in the area. 

An IDF UAV also struck Hezbollah terrorist infrastructure in the area of Mount Dov.

The IDF has taken preparational measures for this type of possibility. We will continue to…",1,,,,,,,,
twitter,"Israel-Palestine isn't a ""complex"" conflict.

Was Vietnam ""complex?""

Was independence of African states ""complex?""

Palestine is a colonized nation. 

Freedom means full decolonization, full stop.",-1,,,,,,,,
twitter,"Sonu from Ghaziabad watched Pakistani t3rrorists do the very same thing in Mumbai in 2008, that Hamas did today in Israel

Sonu from Ghaziabad watched his nation’s parliament attacked LIVE on TV in 2001 in a similar way

Sonu from Ghaziabad has grown up watching footage of blown… https://t.co/vgbxRsfc6E",0,,,,,,,,
twitter,"@POTUS You can’t send 6 billion dollars to Iran and pretend to stand with Israel.

Impossible.",0,,,,,,,,
twitter,"🔴Since 12 am yesterday, in response to the brutal terrorist offensive against Israel launched by Hamas, the IDF carried out the following operational activities in Gaza: 1/4",1,,,,,,,,
twitter,"Hamas’s surprise terrorist attack by air, land, and sea is Israel’s 9/11. Losing 600 Israelis is the equivalent of losing about 20,000 Americans.  

If you murder, wound, rape, and abduct civilians and children, as Hamas has done, you are not a militant.  You are a terrorist.…",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"This is complete and utter nonsense designed to make American Jews feel like there is some connection between us and Israel. Palestinians don't attack American Jewish shuls, American white supremacists do.",0,,,,,,,,
twitter,Was just told by Israel’s Ambassador to the UN that there are dozens of American citizens among the hostages in Gaza.,1,,,,,,,,
twitter,,,,,,,,,,
twitter,Israel's battle is your battle. https://t.co/L4xsREASRw,1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"On the streets of Brighton today this woman said that the murderous mayhem of Hamas terrorists in Israel was “beautiful” and a “success”. 

They killed 600 Israelis in one day which she said “we need to celebrate”.

In Britain. In 2023. Absolutely despicable. https://t.co/DaRYspP7Ru",1,,,,,,,,
twitter,"""Allahu Akbar!"" Just now outside of Toronto

Hamas supporters are out celebrating the recent terror attacks in Israel that have left 300+ dead. https://t.co/13jmDLMiAr",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"Over 600 Israelis murdered in the darkest day of modern Israel’s history. 
Stand with Israel, stand with justice 🇮🇱 https://t.co/QQQl7agQl3",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Republicans:

—Are holding up the nominee for ambassador to Israel
—Are holding up over 300 military officials.
—Don’t even have a Speaker, meaning the House is stalled

They are causing chaos.",0,,,,,,,,
twitter,"We are devastated to report that the  death toll in Israel has risen to 600.

We are doing everything we can to treat the injured and prevent additional casualties.

The Hamas terrorists responsible for this atrocity will pay a heavy price. 

We will continue to share updates… https://t.co/oiMagY8jd8",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"At the rally in Washington, D.C. celebrating Hamas mass executions in Israel, a speaker quotes the ""great revolutionary"" communist dictator Mao Zedong. Historians estimate that 40–80m died due to his policies in China. Video by @Wid_Lyman: https://t.co/shZOtTspsW",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Israeli toddler under captivity in Gaza

#Israel #IsraelUnderAttack #IsraelPalestineWar #hamasattack #HamasTerrorism #GazaUnderAttack #FreePalestine https://t.co/iZn3sR9zn8",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Do you wanna see real face of terrorism?

Another video I found from 2021 where Israeli armed forces were tear gassing innocent worshippers during Ramadan while the whole western media was silent. 
#Israel #Gaza #FreePalestine #Gaza #Palestine #Hamas #طوفان_القدس #حماس #فلسطين https://t.co/5eFLf5NQ2L",-1,,,,,,,,
twitter,"NEWS — House Minority Leader @hakeemjeffries was briefed last night on the situation in Israel. 

He is working on scheduling a briefing for all members of the House this week. 

The House is without a speaker — the speaker would usually get briefed.",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"BIG ⚡️US weapons left behind in Afghanistan used to attack Israel.

A high-ranking Israel Defense Forces (IDF) commander said US weapons left in Afghanistan by the Biden administration were found in the hands of Palestinian groups active in the Gaza Strip
https://t.co/RvkX0YCvyQ https://t.co/68WXijQmtJ",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"Israel is experiencing its own 9/11. There is no both sides to this attack. 

Hamas is a terrorist group mass murdering hundreds of innocent Israelis and taking women and children hostage.

The U.S. must stand ready to provide Israel with the support it needs to defend itself…",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"Israel strikes Hamas targets in Gaza.

Israel has the right and duty to defend its civilians against terrorism. https://t.co/In16zVi7fP",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"If in every report the media do not remind people that:

1. Israel withdrew from Gaza in 2005.
2. The Palestinians chose Hamas as leaders.
3. Hamas chose to build rockets instead of schools.
4. Hamas see slaughtering Jews as a good thing.

Then the media is not doing its job!",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"🚨🚨🚨🚨🚨

Gaza / Hamas is telling the Palestinian civilians not to leave Gaza so that they can use the women and children as human shields.

Israel, on the other hand told the civilian Palestinians to leave to avoid civilian casualties. That’s the difference between civilized… https://t.co/k5iZJhRjBE",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,Extraordinary footage of Israel bombing densely populated urban areas in Northern Gaza earlier today. https://t.co/Y44uH61Wk0,-1,,,,,,,,
twitter,"After ethnically cleansing 400+ Palestinian towns in 1948, Israel shelled the residents of Asqalun - today Ashkelon - and drove them to exile in Gaza. It then placed Jews from Iraq, Yemen and later, Russia, in their homes. Their great-grandsons have come back with a vengeance.",-1,,,,,,,,
twitter,"BREAKING: The U.S. military will be moving “U.S. Navy ships &amp; aircraft” close to Israel in response to the Hamas attacks.

The report from NBC claimed the U.S. is currently working on a “non-combatant” evacuation for getting Americans out of Israel.

One plan involves actually… https://t.co/CSvK3QNJv0",0,,,,,,,,
twitter,Segunda lista difundida de mujeres civiles desaparecidas en el ataque del 7 de octubre en Israel. https://t.co/jgbwMeUnoC,,,,,,,,,
twitter,"Swara Bhaskar Hates Israel. 
Same Swara Bhaskar advertises Jewish products. https://t.co/r1CMrGnJ8e",-1,,,,,,,,
twitter,"Total number of Tweets of Some Elite Right Wing Members on ""I Stand with Israel"" in Past 24 hours-

Rishi Bagree: 35
Mr Sinha: 33
Anshul Saxena: 31
Rahul Roushan: 31
Anand Ranganathan: 29
Bal Mukund (Bala):  28
Nupur J Sharma: 27
Shefali Vaidya: 26

Tweets of Same Members on ""I…",1,,,,,,,,
twitter,"Until Republicans staff our military, allow an Ambassador to Israel to be appointed and elect a Speaker no one should listen to a single thing they say about the attack on Israel.",0,,,,,,,,
twitter,"Hamas thanks Ukraine🇺🇦 for selling them the weapons they used to attack Israel in this video from a Telegram channel.

A special thanks to EU and US for donating these weapons from our taxmoney. 

🤡🤡🤡🤡🤡
 https://t.co/K1uYsad5gK",0,,,,,,,,
twitter,"🚨Just In 🚨 

This is Hamas currently firing on Israel. 
There is NO WAY this group has the funding for this level of operation without Irans support! 

And Biden funds Iran! https://t.co/l49tfMhTzf",1,,,,,,,,
twitter,"ISRAEL BOMBS MOSQUE IN GAZA

The Al Amin Muhammad Mosque in Khan Yunis, destroyed by an Israeli airstrike. https://t.co/06Brvg8afW",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"🇵🇸🇮🇱‼️ MUST READ:
Analysis on the inconsistencies of the Israeli/Hamas conflict, from milChronichles:

1) Israel did not know about the preparations for the attack.

Gaza is a narrow piece of land with an area of ​​365 square km. Everyone was under the impression that it is fully… https://t.co/IRAKw8aLh7",0,,,,,,,,
twitter,"Before you go to bed tonight think about all the video and news coverage of Israel you saw today 

Then reflect and think about all the video and news coverage of Ukraine you have seen over the last 18 months

🤔",0,,,,,,,,
twitter,"HUGE - Big blow to Al Jazeera. ⚡Israel demolishes Al-Watan Tower in Gaza. 
The building was a hub for several international media outlets including Al Jazeera, Associated Press &amp; other Pro Palestine media 🔥🔥
Al Aklauq tower also demolished. Israel is now unstoppable. Netanyahu… https://t.co/p0Ba0uzfc4",-1,,,,,,,,
twitter,I still haven't been given a sufficient explanation for how Hamas was able to get past Israel's incredible security and newly installed technologies for both missile defense and border fortifications. Some are saying they literally just drove into the country and started… https://t.co/H79ApjOqT6,0,,,,,,,,
twitter,,,,,,,,,,
twitter,"As false information about the rapidly changing war between Gaza Strip militants and Israel proliferated on the social media platform X over the weekend, owner Elon Musk personally recommended that users follow accounts notorious for promoting lies. https://t.co/YDfmVfIlPw",0,,,,,,,,
twitter,"To all Republicans criticizing Joe Biden and/or blaming Biden for what happened to Israel: Shame on you. I’m pro-Israel. I prided myself on being THE most pro-Israel Member of Congress when I was there, so let me be clear: Joe Biden is pro-Israel. Biden has always been a great…",1,,,,,,,,
twitter,"The full scale of the brutality of the Hamas terror attack leaves us breathless.

Defenseless people, brutally murdered in cold blood on the streets. 

We stand strong with Israel and its people.

Today the EU and Israeli flags fly side by side. https://t.co/fHJYVOM19k",1,,,,,,,,
twitter,"If it was India, Rahul Gandhi and entire I.N.D.I.A gang would be holding press conference against PM Modi and asking for his resignation. Israel’s entire opposition has joined Netanyahu Government and have extended total support. 
Dynastic corrupt poluticians are biggest problem…",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"A new axis of evil has arisen: Russia-Iran-North Korea. Their latest project is Hamas's attack on Israel.
The best &amp; most just way to defeat them is to give Ukraine all the arms it needs to defeat Russia. The US &amp; Germany need to step up &amp; Israel had better finally choose side.",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"The Democratic Socialists of America are holding a rally in New York City today in support of Hamas.  To support Hamas in their butchering and kidnapping of innocent Israeli civilians.  
Let us all be clear. Israel was attacked by Hamas. This was an organized assault. Hundreds of… https://t.co/P01F4eaR4f",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"While Netanayu was working to dismantle Democracy in Israel, the enemies of Israel noticed, saw the weakness, division, and attacked.

I could be wrong, but Republicans are doing the same thing to our Democracy and it could be only a matter of time before our enemies attack.",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Trump exposed the nuclear secrets of one of the 9 nuclear nations

It was thought to be Israel

Today Israel was attacked

Trump’s sugar daddies, the Saudis, blamed Israel for being attacked &amp; sided with Hamas 

What are the chances Trump gave Israeli intel to his Saudi masters?!",0,,,,,,,,
twitter,"Israel? No, France July 2023. https://t.co/doFYKlEaOJ",0,,,,,,,,
twitter,"🚨Pro-Palestine protesters in Times Square cheer for the 5,000 rockets fired in the terror attack on Israel by Hamas 

https://t.co/JBFZ5AEZvt",1,,,,,,,,
twitter,"They’re Repeating The Word ‘Unprovoked’ Again, This Time In Defense Of Israel

We’re seeing the western political/media class bleating the word “unprovoked” in unison again, this time in reference to the massive multi-pronged operation launched by Hamas against Israel on Saturday…",-1,,,,,,,,
twitter,"A Palestinian woman says that the Hamas terrorist attacks in Israel are “inspiring”, “beautiful” and a “success”. 

She says this at a street rally in Brighton, from the safety and comfort of the United Kingdom.
https://t.co/2rsdk3dc02",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"🚨🚨BREAKING: NETANYAHU SAYS ISRAEL WILL CUT OFF SUPPLIES TO GAZA

Israel will stop supplying electricity, fuel, and goods to Gaza - Prime Minister Benjamin Netanyahu’s office. 

Much of Gaza was already thrown into darkness by nightfall after electrical supplies from Israel,… https://t.co/vlSmSEUrZO",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Both Hamas and Hezbollah have now claimed that Iranian Intelligence Officials provided Training, Equipment, and Direction for the recent Surprise Attack on Israel and gave the “Green Light” on when to begin at a Meeting of Senior Officials in Beirut last week.",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"HUGE🔥

No more Operation/State of War!!

#Israel’s Military-Political Cabinet has invoked Article 40 Aleph, marking an OFFICIAL DECLARATION of WAR....1st time since the 1973 ‘Yom Kippur War’.

Within the next 12 hours, Israel Defense Forces will launch Full Fledged Military…",0,,,,,,,,
twitter,"Israel's brave, strong female soldier protects humanity by holding captured Hamas terrorists at gunpoint. Did you see how those cowards attacked women and children yesterday? Now, enjoy this view of them. Together, we in the Arab and Muslim world stand with #Israel against the… https://t.co/YZhx1GXm2S",1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"Imp Read!

No doubt that Palestinian Terr0r Attack on #Israel was an Intelligence Failure, in fact, biggest Israeli intelligence failure in 50 yrs.

But think why it happened! It happened only after Opposition Parties in Israel got a chance to overthrow Nationalist @netanyahu
Ji…",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"As Republican politicians politicize the death and destruction in Israel at the hands of Hamas and Hezbollah, blaming Biden’s prisoner negotiation with Iran, just remember it’s all baloney. 

The $6B that the GOP says was used to help the terrorists, actually still sits in Qatar.… https://t.co/YlCcBXPH0F",0,,,,,,,,
twitter,"guy on the news this morning ""imagine the global outcry if israel had murdered palestinian children"" fuck offfffff",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,I have a feeling that this Massacre at the Music Festival for Peace in Southern Israel is going to Significantly Change the Public’s View of Hamas across the Global Stage.,1,,,,,,,,
twitter,"Message to U.S. citizens: The Embassy is aware of reports of multiple foreign tourists killed in an attack in Alexandria, Egypt today, Oct 8, 2023.  This incident may be related to ongoing hostilities in Gaza and Israel.  U.S. citizens in Egypt should exercise increased security…",0,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,It cheapens the concept of antisemitism--a real global curse--for defenders of the Israeli government to pretend that it is somehow antisemitic to hold Israel to the same standards of international humanitarian law as we use to assess Hamas's conduct. A war crime is a war crime.,-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"IDF fighter jets just struck Hamas terrorist targets in Gaza that were used to attack Israel.

We will continue to protect Israeli civilians.",1,,,,,,,,
twitter,,,,,,,,,,
twitter,PSA: If you gave speeches at Nazi rallies or blamed California forest fires on a ‘Jewish space laser’ you can kindly stop using the atrocities taking place in Israel as an opportunity to score politcal points against the American government you tried and failed to overthrow.,0,,,,,,,,
twitter,"🚨BREAKING: The strike group led by the American aircraft carrier USS Gerald R. Ford is on its way to Israel. 

This is the largest aircraft issue in the world. The American reinforcement will also include additional warships and fighter jets.

Will this war last long? https://t.co/AcBvOy6dI5",1,,,,,,,,
twitter,"Here we have Zarah Sultana, Labour MP for Coventry South, supporting #Hammas    /do we want a labour government? #Israel https://t.co/oIAxjXZMah",1,,,,,,,,
twitter,"WOW. Haaretz which is the NY Times of Israel says Netanyahu bears responsibility for the war because he  ""completely failed to identify the dangers he was consciously leading Israel into when establishing a government of annexation and dispossession"" https://t.co/IiEk0ktLah",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"🚨BREAKING🚨

It is now being reported that DOZENS of Americans are being held hostage by the Iranian-backed Hamas terrorists in Gaza.

Iran is NOT our friend.
This is TERRORISM.

We pray for the safe return of our countrymen &amp; we pray for safety &amp; security of our ally Israel. https://t.co/eUdhJVaGVo",1,,,,,,,,
twitter,It makes me so mad when people are using sexual violence as their reasoning for supporting israel. its so disrespectful to palestinian women who have been a victim to it for years. like ofc I condemn it but let’s not act like women in Palestine were treated humanely by Israelis,-1,,,,,,,,
twitter,"BIG BREAKING NEWS - Massive Airstrike begins in Gaza

Hospitals and Morgues in Gaza are crowded. Gaza is under an Israeli air, land and sea blockade. 

Israel has halted electricity supply throughout Gaza. Thousands of tanks &amp; soldiers from Israel on the way to enter Gaza… https://t.co/Lu7feuiQBm",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"I can’t even describe how despicable, evil, diabolical it is that MAGA fascists like Lauren Boebert, Tim Scott, Rick Scott, JD Vance, Agolf Twitler, Nikki Haley and many others are using the horrific situation between Israel and Palestine to spread propaganda to feed their base.",0,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"Islamic Jihad in Europe. Birmingham, Muslims celebrate the massacre of civilians, women and children carried out in Israel by Hamas Islamic terrorists. https://t.co/1z2EDHsHdV",1,,,,,,,,
twitter,"Why is Israel, ranked as 4th strongest military in the world, requesting military aid from US following an attack by a small Pal military faction in Gaza, a 365km2 land piece that Israel has maintained control over in terms of airspace, naval &amp; electromagnetic domains since 67’?",-1,,,,,,,,
twitter,"The Israeli Embassy in Greece has managed to Charter around 20 Flights from Athens to Tel Aviv which will take roughly 5,000 Israeli Reservists currently in Greece who have been called to Active Military Service back to Israel to assist with the ongoing War in Gaza. https://t.co/xulHFTLABN",1,,,,,,,,
twitter,"No comments on the terror attacks on Israel:  

James O'Brien = 0 
Femi Oluwole  = 0 
Matthew Stadlen = 0 
Carol Vorderman = 0 
Jonathan Pie = 0 
Ian Dunt = 0 
Matthew Sweet = 0 
Marina Purkiss = 0 
Chris Bryant = 0 
Gary Lineker = 0",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"The recent happenings in the Israel-Palestine conflict have confirmed that the first casualty in war is truth.

The Israel-Palestine conflict has been on for decades.

And if you are trying to understand the origin of the whole conflict, this thread is for you. https://t.co/dzRLO4ct6D",0,,,,,,,,
twitter,"At least 500 Israelis murdered, 2000 wounded in this war. Keep Israel in your prayers",1,,,,,,,,
twitter,,,,,,,,,,
twitter,The last time Palestinians in Gaza organized ongoing mass peaceful protests they were systematically murdered by Israeli snipers. In just one day 62 people were slaughtered while Western leaders &amp; media justified Israel’s right to massacre https://t.co/p5rCETvrQr,-1,,,,,,,,
twitter,How was every single ‘Intelligence Agency’ in our World unaware of the attack in Israel? How did they all fail in unison…in the only job they have?,0,,,,,,,,
twitter,BREAKING: Donald Trump says the attack on Israel would not have happened if he was still US President,0,,,,,,,,
twitter,"In a massive blow to Propaganda information, Israel has destroyed Al-Watan Tower in Gaza.

The building was a hub for several international media outlets including Al Jazeera, Associated Press &amp; other Pro Palestine media https://t.co/xLUIPSQpPC",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"Israel, when their civilisation is under siege. In India, our opposition leaders aide that civilisational attack - beg for it - cheer it",1,,,,,,,,
twitter,"Video of Hamas parachuting into Isreal to massacre the innocent.....

Intelligent agency allowed this happen....

There is a 0 percent chance a bunch of goat herders out smarted the Mossad and CIA...
#WeWantAnswers #IsraelUnderAttack #Palestine
#Gaza #IsraelPalestineWar #ısrael https://t.co/yZTHewLji0",1,,,,,,,,
twitter,get the entire fuck out of here. the offensive wasn’t due to them being jewish. it was due to israel being an occupying apartheid state. do not lump us together or drag the entire people down with these colonial ethnic cleansers.,-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"My prayers are with everyone affected by the horrific attacks by Hamas in Israel. The United States stands in strong support of our ally, today and every day.",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Everyone’s eyes are in Israel right now…

Ukraine is almost forgotten, as it should be honestly. 

But pay attention when you hear some talk about what’s happened over there.   There’re saying Hamas tunneled under the border wall and launched an attack.  

BULLSHIT!!!

They were… https://t.co/gLVTYw7b8r",0,,,,,,,,
twitter,,,,,,,,,,
twitter,"Today made me feel nauseous. 

I get nauseous when I think about what our country is going to be like if Trump doesn’t get re-elected in 2024. 

Today’s attacks in Israel was a sneak peak of what’s coming to the rest of the world if Trump doesn’t get in. 

Our borders are open.",1,,,,,,,,
twitter,"I’m Danish/Greek. My religion is Greek Orthodox. My skin is caucasian. I have friends with all skin colors, who are Christians, Jews, and Muslims. 

I’m not affiliated with Ukraine, Russia, Palestine, Israel, or any other foreing nation. 

I just want the wars to end.

I stand…",0,,,,,,,,
twitter,It looks like hundreds of people were murdered at that Burning Man-style rave in Israel. Videos coming out show massive piles of bodies of young people dressed for clubbing. Targeted attack,1,,,,,,,,
twitter,,,,,,,,,,
twitter,"When a murderous occupation makes peaceful resistance impossible, it makes violent resistance inevitable. 

#Israel #FreePalestine #EndApartheid",-1,,,,,,,,
twitter,"The DSA held a hate rally, chanting: “from the River to the Sea,” which is code for wiping Israel from the face of the earth.  

Let that sink in.  The DSA is calling for the destruction of the Jewish State amid the largest single-day massacre of Jews since the Holocaust.  When…",1,,,,,,,,
twitter,"Terrorism can never be excused. 

Whataboutism in response to the horrific slaughter of innocent civilians in Israel is unacceptable. 

Please stop.",1,,,,,,,,
twitter,"You cannot occupy, colonize, and steal people’s land and then expect peace.

You kill peace the moment you subjugate an entire group of people.

Conversely, you create peace when all people are liberated and free.

#Israel #FreePalestine #EndApartheid",-1,,,,,,,,
twitter,"When I think about the Palestine/Israel conflict it always reminds me of the Malcolm X quote

“If you're not careful, the newspapers will have you hating the people who are being oppressed, and loving the people who are doing the oppressing.”",-1,,,,,,,,
twitter,"BREAKING:

Poland announces that it's starting to evacuate its citizens from Israel.

The Polish Air Force will send 3 C-130H Hercules transport planes for the operation.

Poland will also help evacuate other EU citizens, and foreigners who want to leave the country. https://t.co/ctAY3rGbSd",0,,,,,,,,
twitter,"Hamas exists for one reason alone, to wipe out the Jewish state of Israel.

So Israel has only one option in response to yesterday’s barbaric attack, the permanent elimination of Hamas. 

Anyone demanding Israel not “escalate” or calling for a “cease-fire” is either out of touch…",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"#Hamas leader Ismail Haniyeh calls for more violence from his posh villa in #Qatar

He is a billionaire living a life of luxury while making profits off aid money originally intended to feed the poor in #Gaza

#Israel_under_attack

https://t.co/lkpqBHtgwo",1,,,,,,,,
twitter,,,,,,,,,,
twitter,Truly depraved to use an image of Palestinian children being bombed to say Israel is under attack.,-1,,,,,,,,
twitter,"Every country in the region saw Palestine ""solidarity"" protests yesterday yet none of them are offering safe haven to Palestinian refugees who are fleeing Israel's inevitable response. 

Is it possible, and hear me out here, that they don't actually care about Palestinians?",-1,,,,,,,,
twitter,"Is #EU  support for the Massacre of #Palestinians by the Apartheid State of #Israel part of our commitment to the 'International Rules based Order'...? Our Rules, our Order...",-1,,,,,,,,
twitter,"NEW: Video shows Hamas terrorists paragliding into Israel during a festival.

The terrorist reportedly entered the festival and began shooting those in attendance.

In response to the attacks by Hamas, Israel PM Benjamin Netanyahu is vowing to “fight them to the bitter end.”… https://t.co/w6doS5tA72",,,,,,,,,
twitter,"🚨JUST IN: An image of the Hamas members who paraglided into Israel at the start of the attack, likely targeting the rave party that was ongoing at the time.

This image was released by Hamas on their Telegram.

I don’t know what to say, other than this looks like a movie… https://t.co/4VZFevJDlS",1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Been thinking about this hamas and Israel situation. The way hamas was able to just execute the way they did, bypassing security and completely take Israel by suprise. 

Israel has one of, if not the best, intelligence services in the world. I'm having hard time accepting they…",0,,,,,,,,
twitter,,,,,,,,,,
twitter,The U.S. Air Force will reportedly be Deploying an additional 20-25 F-15 and F-35 Multirole Fighter Jets to the Middle East over the coming days with the Objective of this Deployment being to prevent the War in Israel from spreading into the remainder of the Middle East while… https://t.co/AT5zuHfAxZ,0,,,,,,,,
twitter,"THE HORRIBLE ATTACK ON ISRAEL, MUCH LIKE THE ATTACK ON UKRAINE, WOULD NEVER HAVE HAPPENED IF I WERE PRESIDENT - ZERO CHANCE!

Donald Trump Truth Social Post 09:07 AM EST 10/08/23",1,,,,,,,,
twitter,"As one of the largest invasions in 50 years unfolded in Israel, misinformation about the assault spread across social media.

Many of the misleading videos were shared by verified users on X, who are eligible for monetization of their content. https://t.co/SF5aTAt1gm",0,,,,,,,,
twitter,"The problem with Westerners is the media keep them ignorant, and then they talk bullshit with such confidence.

If only they knew how many times Israel invaded Jenin or Nablus, killing and kidnapping, or how many times besieged Gaza was bombed. Real terrorism and on another level",-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"Doesn’t matter how you spin it… Joe Biden is directly responsible for the bloodshed in Israel. 

$6 Billion dollars responsible.",0,,,,,,,,
twitter,I am following apprehensively and sorrowfully what is happening in Israel. May the attacks and weaponry cease! And let it be understood that terrorism and war do not lead to any resolutions. War is a defeat! Let us #PrayTogether that there be peace in Israel and in Palestine.,1,,,,,,,,
twitter,,,,,,,,,,
twitter,The home of Palestinian journalist Yahya Basheer was bombed by Israel while he was live hosting a spaces conversation on this app. https://t.co/cT6QM8aRBY,-1,,,,,,,,
twitter,,,,,,,,,,
twitter,"The western press is to blame for this. If they'd just told the truth instead of running ""Palestinian child walks into bullet"" headlines this whole time and telling everyone that boycotting Israel is genocide, political pressure could've long ago been brought about to force a…",-1,,,,,,,,
twitter,"Remind me why these barbarians should be in Britain? ‘Pro-Hamas Islamists Celebrate, and Gather in London, in the Wake of Israel Slaughter.’ https://t.co/GtAu3fRZcJ",1,,,,,,,,
twitter,Trump showed a secret Iran attack document from General Milley at Bedminster that he surely had shared w/ others- like Russia. Now Iran starts a war w/ its Hamas proxy. Israel will need US help to destroy targets in Iran and protect from a Hezbollah rocket barrage. Iran probably…,0,,,,,,,,
twitter,,,,,,,,,,
twitter,"The scenes in Israel will replay in every European country

The new invaders are waiting for their numbers to swell and awaiting their orders

Boats have to be stopped today, mass deportation must start tomorrow

What are these peoples intentions swarming into the UK? https://t.co/nznASSR8aP",1,,,,,,,,
twitter,"Congressional to do list this week:
- Pass aid packages for Ukraine and Israel
- Break the Tuberville blockade, fully staff the Pentagon
- Approve stalled MENA Ambassadors, other State Dept officials, incl new Ambassador to Israel
- Cut the MAGA bullshit

https://t.co/Er43zYitDX",0,,,,,,,,
twitter,"Breaking News Israel: Ukraine sold weapons to Hamas

#HamasTerrorists  appears to be claiming that #Ukraine sold them the weapons that they used to attack and kill Israeli civilians and #IDF soldiers.

If true then western leaders have blood on their hands.

#Biden #USA and… https://t.co/mw1hbv1nri",0,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,,,,,,,,,,
twitter,"BREAKING:

Terror attack against Israel tourists in Alexandria, Egypt

An Egyptian police officer used his gun to start firing on a bus of Israeli tourists.

At least two Israeli were killed, many more are wounded https://t.co/j8hQkI9OqK",1,,,,,,,,
twitter,My statement on the ongoing violence in Palestine and Israel ⬇️ https://t.co/NIt9G7aLMI,0,,,,,,,,
twitter,The fact that Israel can just cut off electricity to Gaza at any moment is a good primer about the conditions in Palestine that led to the current resistance.,-1,,,,,,,,
